id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,pb_over_history,pe_over_history,date,peg
486402,SZ399989,中证医疗,3,30.4914,3.1902,0.1952,0.0192,0.1046,0.0178,1746979200000,low,0,,0.05,1422288000000,1747044292616,1747044292616,False,0.9808,0.8048,05-12,1.0483
486354,SZ399006,创业板,1,31.1915,3.8367,0.1556,0.1548,0.123,0.0129,1746979200000,low,0,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292568,1747044292568,False,0.8452,0.8444,05-12,0.8013
486398,SZ399610,TMT50,3,31.8075,3.3145,0.2744,0.2488,0.1042,0.0135,1746979200000,low,0,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1747044292614,1747044292614,False,0.7512,0.7256,05-12,0.7162
486355,SH000922,中证红利,2,7.5705,0.7564,0.462,0.2964,0.0999,0.0639,1746979200000,mid,1,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292569,1747044292569,False,0.7036,0.538,05-12,3.2796
486371,SH000925,基本面50,2,9.1611,0.9461,0.5556,0.274,0.1033,0.0501,1746979200000,mid,1,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292607,1747044292607,False,0.726,0.4444,05-12,2.056
486351,SH000170,50AH优选,1,9.5759,1.025,0.5673,0.288,0.1093,0.0414,1746979200000,mid,1,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1747044292567,1747044292567,False,0.712,0.4327,05-12,2.8624
486388,SH000010,上证180,1,11.0652,1.1533,0.5664,0.2124,0.1042,0.0388,1746979200000,mid,1,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292612,1747044292612,False,0.7876,0.4336,05-12,1.8766
486349,SH000300,沪深300,1,12.5363,1.3089,0.5156,0.1412,0.1044,0.0349,1746979200000,mid,1,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292567,1747044292567,False,0.8588,0.4844,05-12,1.336
486403,CSI716567,MSCI中国,1,12.8366,1.3213,0.5954,0.1892,0.1029,0.0338,1746979200000,mid,1,,0.05,1508688000000,1747044292616,1747044292616,False,0.8108,0.4046,05-12,1.1773
486382,SZ399317,国证A指,1,18.6148,1.546,0.6204,0.1852,0.0831,0.0249,1746979200000,mid,1,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292610,1747044292610,False,0.8148,0.3796,05-12,1.1614
486392,CSIH30533,中概互联50,3,19.288,3.116,0.0872,0.3108,0.1616,0.0079,1746979200000,mid,1,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292613,1747044292613,False,0.6892,0.9128,05-12,
486386,SZ399701,基本面60,2,19.9065,1.9222,0.5748,0.1296,0.0966,0.0297,1746979200000,mid,1,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292611,1747044292611,False,0.8704,0.4252,05-12,0.6341
486387,SZ399702,基本面120,2,20.8487,1.8716,0.57,0.1324,0.0898,0.0282,1746979200000,mid,1,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292611,1747044292611,False,0.8676,0.43,05-12,0.614
486364,SH000989,全指可选,3,21.1223,2.396,0.2064,0.3156,0.1134,0.0233,1746979200000,mid,1,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292605,1747044292605,False,0.6844,0.7936,05-12,0.7739
486352,SZ399330,深证100,1,21.2365,2.3088,0.3176,0.1028,0.1087,0.0248,1746979200000,mid,1,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292568,1747044292568,False,0.8972,0.6824,05-12,0.6786
486389,SZ399001,深证成指,1,25.3992,2.1539,0.4108,0.1312,0.0848,0.0208,1746979200000,mid,1,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292612,1747044292612,False,0.8688,0.5892,05-12,0.6521
486390,SH000978,医药100,3,32.2405,2.9992,0.3632,0.0412,0.093,0.0189,1746979200000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292612,1747044292612,False,0.9588,0.6368,05-12,1.157
486357,SH000827,中证环保,3,32.328,2.1643,0.6768,0.1436,0.0669,0.0228,1746979200000,mid,1,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292569,1747044292569,False,0.8564,0.3232,05-12,0.4593
486365,SH000991,全指医药,3,32.7014,2.9995,0.3628,0.0532,0.0917,0.0186,1746979200000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292605,1747044292605,False,0.9468,0.6372,05-12,1.1549
486399,SZ399971,中证传媒,3,36.5137,2.1802,0.5272,0.2208,0.0597,0.0223,1746979200000,mid,1,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292615,1747044292615,False,0.7792,0.4728,05-12,0.7395
486353,SH000852,中证1000,1,39.8354,2.0681,0.5716,0.1624,0.0519,0.0145,1746979200000,mid,1,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292568,1747044292568,False,0.8376,0.4284,05-12,0.802
486397,CSI931087,科技龙头,3,41.7543,4.2272,0.6351,0.2307,0.1012,0.01,1746979200000,mid,1,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1747044292614,1747044292614,False,0.7693,0.3649,05-12,1.0535
486383,SPACEVCP,标普价值,2,6.5349,0.6608,0.548,0.5024,0.1011,0.0466,1746979200000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292610,1747044292610,False,0.4976,0.452,05-12,1.5162
486356,SZ399986,中证银行,3,6.6125,0.6694,0.736,0.3504,0.1012,0.065,1746979200000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292569,1747044292569,True,0.6496,0.264,05-12,2.9151
486379,CSPSADRP,标普红利,2,7.2425,0.7605,0.61,0.3712,0.105,0.0652,1746979200000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1422201600000,1747044292609,1747044292609,False,0.6288,0.39,05-12,3.3922
486405,SH000015,上证红利,2,7.3092,0.7326,0.5636,0.3864,0.1002,0.0677,1746979200000,high,2,,0.05,1421942400000,1747044292616,1747044292616,False,0.6136,0.4364,05-12,6.2678
486378,CSIH30269,红利低波,2,7.7097,0.7987,0.7168,0.48,0.1036,0.0642,1746979200000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292609,1747044292609,False,0.52,0.2832,05-12,2.8356
486395,CSI931157,红利成长LV,2,7.7167,0.7662,0.6471,0.3604,0.0993,0.0646,1746979200000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1747044292614,1747044292614,False,0.6396,0.3529,05-12,1.7859
486385,SH000919,300价值,2,8.6153,0.8959,0.6016,0.3236,0.104,0.0521,1746979200000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292611,1747044292611,False,0.6764,0.3984,05-12,2.4707
486401,CSI930740,300红利LV,2,8.8312,0.8837,0.7704,0.4312,0.1001,0.055,1746979200000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1421337600000,1747044292615,1747044292615,False,0.5688,0.2296,05-12,2.4204
486368,HKHSCEI,国企指数,1,9.6989,1.0039,0.8112,0.6608,0.1035,0.0363,1746979200000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292606,1747044292606,False,0.3392,0.1888,05-12,1.6846
486374,HSFML25,香港大盘,1,9.7882,1.0013,0.7108,0.4444,0.1023,0.0368,1746979200000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292608,1747044292608,False,0.5556,0.2892,05-12,1.114
486372,SZ399550,央视50,2,9.9192,1.0374,0.7804,0.2376,0.1046,0.0466,1746979200000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1422201600000,1747044292607,1747044292607,False,0.7624,0.2196,05-12,1.6645
486367,HKHSI,恒生指数,1,10.5631,1.0967,0.6176,0.5684,0.1038,0.0374,1746979200000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292606,1747044292606,False,0.4316,0.3824,05-12,1.4516
486348,SH000016,上证50,1,10.8851,1.1936,0.7184,0.3164,0.1097,0.0435,1746979200000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292566,1747044292566,False,0.6836,0.2816,05-12,2.5753
486359,SZ399998,中证煤炭,3,12.6943,1.355,0.6569,0.5598,0.1067,0.0666,1746979200000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1423756800000,1747044292570,1747044292570,True,0.4402,0.3431,05-12,
486394,CSI931142,东证竞争,2,13.6212,2.0684,0.4564,0.5172,0.1519,0.0303,1746979200000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292613,1747044292613,False,0.4828,0.5436,05-12,1.4846
486373,SH000903,中证100,1,14.9105,1.5622,0.954,0.7016,0.1048,0.032,1746979200000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292608,1747044292608,False,0.2984,0.046,05-12,1.2837
486393,SPCQVCP,标普质量,2,15.6419,2.777,0.4396,0.3848,0.1775,0.0208,1746979200000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292613,1747044292613,False,0.6152,0.5604,05-12,1.8252
486380,SPHCMSHP,香港中小,1,16.1381,1.1165,0.8089,0.3588,0.0692,0.0363,1746979200000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1747044292609,1747044292609,False,0.6412,0.1911,05-12,
486396,GDAXI,德国DAX,1,18.6928,1.9493,0.608,0.968,0.1043,0.0243,1746979200000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1422201600000,1747044292614,1747044292614,False,0.032,0.392,05-12,
486377,CSI930782,500低波,2,21.4825,1.4325,0.6349,0.4509,0.0667,0.0225,1746979200000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1747044292609,1747044292609,False,0.5491,0.3651,05-12,0.9766
486408,HKHSSCNE,新经济,2,24.4792,3.4475,0.5134,0.8099,0.1408,0.0079,1746979200000,high,2,,0.05,1542729600000,1747044292617,1747044292617,False,0.1901,0.4866,05-12,
486369,SP500,标普500,1,25.2859,4.7233,0.7096,0.8952,0.1868,0.0131,1746979200000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1421337600000,1747044292606,1747044292606,False,0.1048,0.2904,05-12,1.6627
486391,SZ399417,新能源车,3,27.3766,3.4013,0.3896,0.4568,0.1242,0.0161,1746979200000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292613,1747044292613,True,0.5432,0.6104,05-12,0.5623
486350,SH000905,中证500,1,29.2243,1.7996,0.6644,0.3272,0.0616,0.0179,1746979200000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292567,1747044292567,False,0.6728,0.3356,05-12,0.7541
486370,NDX,纳指100,1,30.9023,8.2311,0.6272,0.7416,0.2664,0.0063,1746979200000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1422201600000,1747044292607,1747044292607,False,0.2584,0.3728,05-12,1.5337
486381,935600,MSCI印度,1,39.2391,5.289,0.9336,0.9336,0.1348,0.0097,1746979200000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1456848000000,1747044292610,1747044292610,False,0.0664,0.0664,05-12,
486404,CSI930652,中证电子,3,45.2693,3.6368,0.6266,0.5197,0.0803,0.0091,1746979200000,high,2,,0.05,1433433600000,1747044292616,1747044292616,False,0.4803,0.3734,05-12,0.7924
486366,SH000993,全指信息,3,55.013,3.7958,0.54,0.386,0.069,0.0081,1746979200000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292605,1747044292605,False,0.614,0.46,05-12,0.799
486360,SZ399967,中证军工,3,102.9381,3.3066,0.7896,0.55,0.0321,0.0057,1746979200000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1422288000000,1747044292604,1747044292604,True,0.45,0.2104,05-12,0.9168
486407,SH000688,科创50,1,142.9288,4.5833,0.9961,0.3932,0.0321,0.0066,1746979200000,high,2,,0.05,1577721600000,1747044292617,1747044292617,False,0.6068,0.0039,05-12,1.0334
486410,HKHSTECH,恒生科技,3,22.6494,3.0975,0.2274,0.6494,0.1368,0.008,1746979200000,unsort,99,,0.05,1595779200000,1747044292618,1747044292618,False,0.3506,0.7726,05-12,
