id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pb_over_history,pe_over_history
470504,CSI931157,红利成长LV,2,6.6024,0.6809,0.156,0.1176,0.1031,0.0484,1716912000000,low,0,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1392825600000,1716977361947,1716977361947,0.6809,False,05-29,0.8824,0.844
470485,SZ399324,深证红利,2,14.5757,1.4985,0.2576,0.0196,0.1028,0.0334,1716912000000,low,0,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,0.872,False,05-29,0.9804,0.7424
470473,SH000989,全指可选,3,18.7852,2.2532,0.0916,0.2308,0.1199,0.0242,1716912000000,low,0,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,0.7629,False,05-29,0.7692,0.9084
470461,SZ399330,深证100,1,19.4907,2.2938,0.2152,0.1316,0.1177,0.0226,1716912000000,low,0,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,0.8046,False,05-29,0.8684,0.7848
470472,SZ399812,养老产业,3,20.2456,1.8331,0.2939,0.021,0.0905,0.0243,1716912000000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1401984000000,1716977361947,1716977361947,0.7,False,05-29,0.979,0.7061
470484,CSIH11136,中国互联,3,20.8419,2.521,0.0604,0.1044,0.121,0.0097,1716912000000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,,False,05-29,0.8956,0.9396
470501,CSIH30533,中概互联50,3,20.9324,2.5165,0.0651,0.128,0.1202,0.0093,1716912000000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1716977361947,1716977361947,,False,05-29,0.872,0.9349
470466,SH000827,中证环保,3,21.0096,2.2303,0.1672,0.166,0.1062,0.0217,1716912000000,low,0,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,1.2705,False,05-29,0.834,0.8328
470498,SZ399001,深证成指,1,22.1958,2.0473,0.2348,0.09,0.0922,0.0193,1716912000000,low,0,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,0.7347,False,05-29,0.91,0.7652
470508,SZ399971,中证传媒,3,22.2162,1.8552,0.0321,0.0459,0.0835,0.0215,1716912000000,low,0,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1397491200000,1716977361947,1716977361947,1.5464,False,05-29,0.9541,0.9679
470459,SH000905,中证500,1,23.2274,1.621,0.2972,0.0576,0.0698,0.0189,1716912000000,low,0,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,0.7017,False,05-29,0.9424,0.7028
470463,SZ399006,创业板,1,27.8362,3.5139,0.0368,0.0424,0.1262,0.0145,1716912000000,low,0,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,0.7444,False,05-29,0.9576,0.9632
470515,CSI931079,5G通讯,3,28.2803,2.9858,0.2557,0.1843,0.1056,0.0115,1716912000000,low,0,,0.05,1556553600000,1716977361947,1716977361947,0.761,False,05-29,0.8157,0.7443
470499,SH000978,医药100,3,28.3996,2.9745,0.1284,0.0044,0.1047,0.0179,1716912000000,low,0,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1392912000000,1716977361947,1716977361947,1.0224,False,05-29,0.9956,0.8716
470507,SZ399610,TMT50,3,28.9826,2.7983,0.1576,0.0444,0.0966,0.0132,1716912000000,low,0,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1448035200000,1716977361947,1716977361947,0.6931,False,05-29,0.9556,0.8424
470511,SZ399989,中证医疗,3,29.5838,3.5093,0.1167,0.0056,0.1186,0.0204,1716912000000,low,0,,0.05,1414684800000,1716977361947,1716977361947,1.091,False,05-29,0.9944,0.8833
