id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,date,pb_over_history,pe_over_history,peg
492840,SZ399393,国证地产,3,0.0,0.92,0.0,0.2484,0.0,0.011,1756656000000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722723860,1756722723860,True,5,09-01,0.7516,1.0,
492812,SZ399812,养老产业,3,15.5622,2.248,0.0792,0.2572,0.1445,0.0214,1756656000000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722721839,1756722721839,False,5,09-01,0.7428,0.9208,2.1764
492807,SZ399997,中证白酒,3,19.5317,5.367,0.108,0.2576,0.2748,0.0367,1756656000000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722721433,1756722721433,False,5,09-01,0.7424,0.892,3.2899
492825,SH000932,主要消费,3,19.9959,4.4941,0.0348,0.2832,0.2248,0.0321,1756656000000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722809,1756722722809,False,5,09-01,0.7168,0.9652,2.1044
492811,SZ399396,国证食品,3,21.9859,4.6762,0.1156,0.2468,0.2127,0.0334,1756656000000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722721769,1756722721769,False,5,09-01,0.7532,0.8844,2.5843
492819,CSIH11136,中国互联,3,18.2455,3.0078,0.1032,0.3284,0.1649,0.0097,1756656000000,mid,1,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722393,1756722722393,False,5,09-01,0.6716,0.8968,
492833,CSIH30533,中概互联50,3,19.0802,3.1263,0.1096,0.3428,0.1639,0.0088,1756656000000,mid,1,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722723375,1756722723375,False,5,09-01,0.6572,0.8904,
492849,CSIH30094,消费红利,2,20.0841,4.594,0.094,0.3132,0.2287,0.0372,1756656000000,mid,1,,0.05,1432569600000,1756722724504,1756722724504,False,5,09-01,0.6868,0.906,2.379
492850,HKHSTECH,恒生科技,3,22.0526,3.2286,0.2419,0.696,0.1464,0.0096,1756656000000,mid,1,,0.05,1595779200000,1756722724589,1756722724589,False,5,09-01,0.304,0.7581,
492813,SH000989,全指可选,3,22.3318,2.5768,0.274,0.4748,0.1154,0.0225,1756656000000,mid,1,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722721927,1756722721927,False,5,09-01,0.5252,0.726,0.8417
492842,SZ399989,中证医疗,3,37.2099,3.9974,0.38,0.1548,0.1074,0.0141,1756656000000,mid,1,,0.05,1432656000000,1756722724018,1756722724018,False,5,09-01,0.8452,0.62,1.4024
492805,SZ399986,中证银行,3,7.1207,0.7009,0.8792,0.39,0.0984,0.0401,1756656000000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722721209,1756722721209,True,5,09-01,0.61,0.1208,3.2749
492790,SPACEVCP,标普价值,2,7.2195,0.7959,0.6784,0.654,0.1102,0.0429,1756656000000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1432742400000,1756722720056,1756722720056,False,5,09-01,0.346,0.3216,1.6751
492845,SH000015,上证红利,2,7.8219,0.7564,0.738,0.4588,0.0967,0.0443,1756656000000,high,2,,0.05,1432483200000,1756722724262,1756722724262,False,5,09-01,0.5412,0.262,8.9465
492822,CSIH30269,红利低波,2,8.1543,0.8241,0.7444,0.5112,0.1011,0.043,1756656000000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722589,1756722722589,False,5,09-01,0.4888,0.2556,3.2022
492804,SH000922,中证红利,2,8.1658,0.7896,0.6676,0.3716,0.0967,0.0448,1756656000000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722721144,1756722721144,False,5,09-01,0.6284,0.3324,3.9962
492837,CSPSADRP,标普红利,2,8.4117,0.9253,0.8788,0.5696,0.11,0.0449,1756656000000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1432569600000,1756722723660,1756722723660,False,5,09-01,0.4304,0.1212,3.6833
492835,CSI931157,红利成长LV,2,8.4182,0.8449,0.7247,0.4883,0.1004,0.0504,1756656000000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1756722723543,1756722723543,False,5,09-01,0.5117,0.2753,1.7933
492841,CSI930740,300红利LV,2,9.1037,0.9172,0.8252,0.5008,0.1008,0.0405,1756656000000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1431878400000,1756722723932,1756722723932,False,5,09-01,0.4992,0.1748,3.1467
492826,SH000919,300价值,2,9.1451,0.9359,0.7388,0.4524,0.1023,0.0386,1756656000000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722876,1756722722876,False,5,09-01,0.5476,0.2612,2.8318
492796,HSFML25,香港大盘,1,9.9695,1.0075,0.7488,0.4756,0.1011,0.0311,1756656000000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722720550,1756722720550,False,5,09-01,0.5244,0.2512,1.1346
492817,SZ399550,央视50,2,10.1075,1.0532,0.8036,0.278,0.1042,0.0367,1756656000000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1432569600000,1756722722226,1756722722226,False,5,09-01,0.722,0.1964,1.8076
492816,SH000925,基本面50,2,10.1778,1.0472,0.826,0.4208,0.1029,0.0367,1756656000000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722157,1756722722157,False,5,09-01,0.5792,0.174,2.1632
492795,HKHSCEI,国企指数,1,10.3668,1.0568,0.8836,0.7704,0.1019,0.0298,1756656000000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722720482,1756722720482,False,5,09-01,0.2296,0.1164,1.8007
492800,SH000170,50AH优选,1,10.7337,1.1421,0.8395,0.6164,0.1064,0.037,1756656000000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1756722720850,1756722720850,False,5,09-01,0.3836,0.1605,1.7091
492794,HKHSI,恒生指数,1,11.5642,1.1844,0.7636,0.7652,0.1024,0.0324,1756656000000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722720401,1756722720401,False,5,09-01,0.2348,0.2364,1.5891
492797,SH000016,上证50,1,11.8753,1.2906,0.8928,0.6976,0.1087,0.0324,1756656000000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722720634,1756722720634,False,5,09-01,0.3024,0.1072,2.937
492829,SH000010,上证180,1,12.21,1.2608,0.8272,0.4704,0.1033,0.0285,1756656000000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722723098,1756722723098,False,5,09-01,0.5296,0.1728,2.1199
492798,SH000300,沪深300,1,14.1369,1.4683,0.8352,0.5184,0.1039,0.0255,1756656000000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722720705,1756722720705,False,5,09-01,0.4816,0.1648,1.5707
492808,SZ399998,中证煤炭,3,14.2299,1.4883,0.7536,0.7276,0.1046,0.0529,1756656000000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1429200000000,1756722721507,1756722721507,True,5,09-01,0.2724,0.2464,
492843,CSI716567,MSCI中国,1,14.5747,1.4919,0.8275,0.6158,0.1024,0.0246,1756656000000,high,2,,0.05,1508688000000,1756722724104,1756722724104,False,5,09-01,0.3842,0.1725,1.406
492834,CSI931142,东证竞争,2,15.5054,2.4224,0.8264,0.8364,0.1562,0.0265,1756656000000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722723460,1756722723460,False,5,09-01,0.1636,0.1736,1.5869
492820,SZ399324,深证红利,2,15.5081,2.5068,0.4616,0.8344,0.1616,0.0394,1756656000000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722459,1756722722459,False,5,09-01,0.1656,0.5384,1.3606
492791,SPCQVCP,标普质量,2,15.6419,2.777,0.424,0.3848,0.1775,0.0208,1756656000000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722720142,1756722720142,False,5,09-01,0.6152,0.576,1.8252
492818,SH000903,中证100,1,16.151,1.7367,0.9988,0.9264,0.1075,0.027,1756656000000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722311,1756722722311,False,5,09-01,0.0736,0.0012,1.477
492823,SPHCMSHP,香港中小,1,18.1748,1.3899,0.9596,0.6661,0.0765,0.027,1756656000000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1756722722670,1756722722670,False,5,09-01,0.3339,0.0404,
492854,GDAXI,德国DAX,1,19.1085,2.0418,0.6528,0.992,0.1069,0.0242,1756656000000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1432569600000,1756722724840,1756722724840,False,5,09-01,0.008,0.3472,
492810,SZ399975,证券公司,3,21.1002,1.647,0.4336,0.5032,0.0781,0.0126,1756656000000,high,2,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722721688,1756722721688,True,5,09-01,0.4968,0.5664,1.1446
492827,SZ399701,基本面60,2,21.4481,2.1377,0.7408,0.4412,0.0997,0.0252,1756656000000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722948,1756722722948,False,5,09-01,0.5588,0.2592,0.7293
492824,SZ399317,国证A指,1,21.6682,1.797,0.9368,0.5372,0.0829,0.0182,1756656000000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722722735,1756722722735,False,5,09-01,0.4628,0.0632,1.3758
492821,CSI930782,500低波,2,21.9398,1.6502,0.6723,0.7388,0.0752,0.0197,1756656000000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1756722722524,1756722722524,False,5,09-01,0.2612,0.3277,1.2147
492828,SZ399702,基本面120,2,21.9652,2.1555,0.782,0.422,0.0981,0.0236,1756656000000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722723029,1756722723029,False,5,09-01,0.578,0.218,0.7297
492848,HKHSSCNE,新经济,2,24.0023,3.5054,0.5082,0.827,0.146,0.0092,1756656000000,high,2,,0.05,1542729600000,1756722724439,1756722724439,False,5,09-01,0.173,0.4918,
492801,SZ399330,深证100,1,24.8432,2.8283,0.7452,0.4392,0.1138,0.0193,1756656000000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1432656000000,1756722720928,1756722720928,False,5,09-01,0.5608,0.2548,0.8861
492792,SP500,标普500,1,28.3782,5.2726,0.8652,0.9956,0.1858,0.0115,1756656000000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1431878400000,1756722720230,1756722720230,False,5,09-01,0.0044,0.1348,1.866
