id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,pb_over_history,pe_over_history,date,peg
491219,SZ399393,国证地产,3,0.0,0.8796,0.0,0.1964,0.0,0.0151,1753632000000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698724022,1753698724022,True,5,0.8036,1.0,07-28,
491191,SZ399812,养老产业,3,15.3578,2.2457,0.0712,0.2504,0.1462,0.0214,1753632000000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698721861,1753698721861,False,5,0.7496,0.9288,07-28,2.2387
491198,CSIH11136,中国互联,3,17.4971,2.906,0.0824,0.2972,0.1661,0.0102,1753632000000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698722476,1753698722476,False,5,0.7028,0.9176,07-28,
491186,SZ399997,中证白酒,3,18.3659,5.2209,0.0404,0.2404,0.2843,0.0389,1753632000000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698721502,1753698721502,False,5,0.7596,0.9596,07-28,2.2624
491204,SH000932,主要消费,3,19.1835,4.3934,0.0128,0.2468,0.229,0.0334,1753632000000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698722928,1753698722928,False,5,0.7532,0.9872,07-28,1.8571
491228,CSIH30094,消费红利,2,19.1972,4.4872,0.0424,0.2776,0.2337,0.0382,1753632000000,low,0,,0.05,1429459200000,1753698724674,1753698724674,False,5,0.7224,0.9576,07-28,1.8646
491190,SZ399396,国证食品,3,20.8799,4.5409,0.0528,0.1832,0.2175,0.0343,1753632000000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698721787,1753698721787,False,5,0.8168,0.9472,07-28,1.9898
491199,SZ399324,深证红利,2,14.674,2.4316,0.2848,0.774,0.1657,0.0409,1753632000000,mid,1,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698722546,1753698722546,False,5,0.226,0.7152,07-28,1.2239
491212,CSIH30533,中概互联50,3,18.6793,3.0611,0.0884,0.3252,0.1639,0.0091,1753632000000,mid,1,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698723528,1753698723528,False,5,0.6748,0.9116,07-28,
491229,HKHSTECH,恒生科技,3,21.507,3.0881,0.2,0.6601,0.1436,0.01,1753632000000,mid,1,,0.05,1595779200000,1753698724752,1753698724752,False,5,0.3399,0.8,07-28,
491221,SZ399989,中证医疗,3,33.9002,3.8237,0.3364,0.1304,0.1128,0.0153,1753632000000,mid,1,,0.05,1429545600000,1753698724189,1753698724189,False,5,0.8696,0.6636,07-28,1.2703
491182,SZ399006,创业板,1,35.0814,4.3905,0.2556,0.3112,0.1252,0.012,1753632000000,mid,1,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698721186,1753698721186,False,5,0.6888,0.7444,07-28,0.9736
491210,SH000978,医药100,3,35.9809,3.4753,0.5816,0.2124,0.0966,0.0154,1753632000000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698723372,1753698723372,False,5,0.7876,0.4184,07-28,1.394
491193,SH000991,全指医药,3,36.5894,3.4676,0.506,0.2568,0.0948,0.0154,1753632000000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698722023,1753698722023,False,5,0.7432,0.494,07-28,1.3715
491184,SZ399986,中证银行,3,7.202,0.7194,0.9004,0.4312,0.0999,0.0402,1753632000000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1429545600000,1753698721332,1753698721332,True,5,0.5688,0.0996,07-28,3.1803
491169,SPACEVCP,标普价值,2,7.4009,0.8159,0.6996,0.6652,0.1102,0.0417,1753632000000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1429632000000,1753698720046,1753698720046,False,5,0.3348,0.3004,07-28,1.7172
491216,CSPSADRP,标普红利,2,7.769,0.8108,0.7812,0.5048,0.1044,0.0452,1753632000000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1429459200000,1753698723775,1753698723775,False,5,0.4952,0.2188,07-28,3.767
