id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,pb_over_history,pe_over_history,date,peg
504740,SZ399393,国证地产,3,0.0,0.7769,0.0,0.1056,0.0,0.0121,1774454400000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521123694,1774521123694,True,5,0.8944,1.0,03-26,
504714,SZ399812,养老产业,3,11.6238,1.8656,0.0012,0.0636,0.1605,0.0245,1774454400000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521121622,1774521121622,False,5,0.9364,0.9988,03-26,0.8018
504712,SZ399975,证券公司,3,14.7849,1.2742,0.0576,0.1456,0.0862,0.0179,1774454400000,low,0,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521121445,1774521121445,True,5,0.8544,0.9424,03-26,0.5175
504733,CSIH30533,中概互联50,3,16.8609,2.358,0.0272,0.072,0.1399,0.0106,1774454400000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521123177,1774521123177,False,5,0.928,0.9728,03-26,
504693,CSIH11136,中国互联,3,17.1948,2.4315,0.0828,0.1008,0.1414,0.011,1774368000000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1774488720928,1774488720928,False,5,0.8992,0.9172,03-25,
504709,SZ399997,中证白酒,3,17.5471,4.6619,0.004,0.0996,0.2657,0.0405,1774454400000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521121194,1774521121194,False,5,0.9004,0.996,03-26,
504748,CSIH30094,消费红利,2,17.6439,4.0184,0.0064,0.1128,0.2278,0.0412,1774454400000,low,0,,0.05,1449676800000,1774521124261,1774521124261,False,5,0.8872,0.9936,03-26,16.0282
504725,SH000932,主要消费,3,18.6353,3.8354,0.0028,0.0912,0.2058,0.0369,1774454400000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521122549,1774521122549,False,5,0.9088,0.9972,03-26,4.5003
504713,SZ399396,国证食品,3,19.6011,3.9941,0.014,0.0424,0.2038,0.0378,1774454400000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521121534,1774521121534,False,5,0.9576,0.986,03-26,7.5694
504715,SH000989,全指可选,3,21.4522,2.3132,0.2304,0.2856,0.1078,0.0265,1774454400000,low,0,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1449763200000,1774521121711,1774521121711,False,5,0.7144,0.7696,03-26,1.2723
