id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,source,pb_over_history,pe_over_history,date
494202,SH000170,50AH优选,1,10.7921,1.1437,0.8543,0.6193,0.106,0.0332,1759161600000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1759228320740,1759228320740,1.7496,False,5,0.3807,0.1457,09-30
494197,HKHSCEI,国企指数,1,10.8781,1.1119,0.906,0.8396,0.1022,0.0255,1759161600000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320427,1759228320427,1.8895,False,5,0.1604,0.094,09-30
494199,SH000016,上证50,1,11.7547,1.2756,0.8784,0.6656,0.1085,0.0328,1759161600000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320554,1759228320554,2.8728,False,5,0.3344,0.1216,09-30
494231,SH000010,上证180,1,12.096,1.2491,0.8216,0.458,0.1033,0.0292,1759161600000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322691,1759228322691,2.1118,False,5,0.542,0.1784,09-30
494196,HKHSI,恒生指数,1,12.1293,1.24,0.81,0.8584,0.1022,0.0292,1759161600000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320360,1759228320360,1.6668,False,5,0.1416,0.19,09-30
494200,SH000300,沪深300,1,14.2226,1.4778,0.8596,0.5524,0.1039,0.0256,1759161600000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320616,1759228320616,1.6116,False,5,0.4476,0.1404,09-30
494210,SZ399998,中证煤炭,3,14.3474,1.5036,0.7604,0.7464,0.1048,0.0534,1759161600000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1431964800000,1759228321293,1759228321293,,True,5,0.2536,0.2396,09-30
494245,CSI716567,MSCI中国,1,14.7226,1.5046,0.8449,0.6381,0.1022,0.0245,1759161600000,high,2,,0.05,1508688000000,1759228323634,1759228323634,1.4268,False,5,0.3619,0.1551,09-30
494222,SZ399324,深证红利,2,15.4382,2.5102,0.4532,0.8416,0.1626,0.0387,1759161600000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322108,1759228322108,1.3857,False,5,0.1584,0.5468,09-30
494193,SPCQVCP,标普质量,2,15.6419,2.777,0.424,0.3848,0.1775,0.0208,1759161600000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320132,1759228320132,1.8252,False,5,0.6152,0.576,09-30
494236,CSI931142,东证竞争,2,16.1589,2.5283,0.878,0.8924,0.1565,0.0259,1759161600000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228323053,1759228323053,1.6703,False,5,0.1076,0.122,09-30
494220,SH000903,中证100,1,16.6429,1.7938,0.9996,0.9684,0.1078,0.0262,1759161600000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228321963,1759228321963,1.5996,False,5,0.0316,0.0004,09-30
494255,GDAXI,德国DAX,1,19.0878,2.0284,0.6492,0.986,0.1063,0.0243,1759161600000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1435161600000,1759228324208,1759228324208,,False,5,0.014,0.3508,09-30
494225,SPHCMSHP,香港中小,1,20.1911,1.5482,0.9996,0.8041,0.0767,0.0248,1759161600000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1759228322311,1759228322311,,False,5,0.1959,0.0004,09-30
494212,SZ399975,证券公司,3,20.3885,1.582,0.3772,0.4588,0.0776,0.0132,1759161600000,high,2,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228321419,1759228321419,0.9254,True,5,0.5412,0.6228,09-30
494226,SZ399317,国证A指,1,21.8617,1.8139,0.9592,0.5536,0.083,0.0183,1759161600000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322371,1759228322371,1.3862,False,5,0.4464,0.0408,09-30
494229,SZ399701,基本面60,2,22.3393,2.2279,0.8452,0.5832,0.0997,0.0238,1759161600000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322561,1759228322561,0.7838,False,5,0.4168,0.1548,09-30
494223,CSI930782,500低波,2,22.7079,1.7075,0.7092,0.7493,0.0752,0.0198,1759161600000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1759228322171,1759228322171,1.2153,False,5,0.2507,0.2908,09-30
494215,SH000989,全指可选,3,23.0782,2.6643,0.3124,0.5584,0.1154,0.0218,1759161600000,high,2,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228321614,1759228321614,0.9572,False,5,0.4416,0.6876,09-30
494230,SZ399702,基本面120,2,23.2488,2.283,0.922,0.6176,0.0982,0.0221,1759161600000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322628,1759228322628,0.7946,False,5,0.3824,0.078,09-30
494252,HKHSTECH,恒生科技,3,24.5673,3.5964,0.3695,0.751,0.1464,0.0085,1759161600000,high,2,,0.05,1595779200000,1759228324016,1759228324016,,False,5,0.249,0.6305,09-30
494203,SZ399330,深证100,1,26.0555,2.9706,0.8016,0.5916,0.114,0.0183,1759161600000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320801,1759228320801,0.9677,False,5,0.4084,0.1984,09-30
494250,HKHSSCNE,新经济,2,26.7611,4.0376,0.6565,0.8735,0.1509,0.0083,1759161600000,high,2,,0.05,1542729600000,1759228323905,1759228323905,,False,5,0.1265,0.3435,09-30
494194,SP500,标普500,1,29.5863,5.493,0.9004,0.9984,0.1857,0.0112,1759161600000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1434384000000,1759228320211,1759228320211,1.9454,False,5,0.0016,0.0996,09-30
494232,SZ399001,深证成指,1,31.788,2.7899,0.8624,0.5064,0.0878,0.0152,1759161600000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322758,1759228322758,0.8889,False,5,0.4936,0.1376,09-30
494201,SH000905,中证500,1,35.2263,2.3421,0.8196,0.7352,0.0665,0.0136,1759161600000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320677,1759228320677,1.05,False,5,0.2648,0.1804,09-30
494195,NDX,纳指100,1,36.8751,10.0488,0.9048,0.996,0.2725,0.005,1759161600000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1435161600000,1759228320294,1759228320294,1.8301,False,5,0.004,0.0952,09-30
494234,SZ399417,新能源车,3,37.0293,4.5807,0.5552,0.7512,0.1237,0.011,1759161600000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322902,1759228322902,0.8965,True,5,0.2488,0.4448,09-30
494233,SH000978,医药100,3,37.1806,3.5931,0.7116,0.25,0.0966,0.0155,1759161600000,high,2,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228322824,1759228322824,1.4766,False,5,0.75,0.2884,09-30
494216,SH000991,全指医药,3,37.9616,3.5973,0.6268,0.3248,0.0948,0.0154,1759161600000,high,2,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228321678,1759228321678,1.4619,False,5,0.6752,0.3732,09-30
494253,935600,MSCI印度,1,39.0333,5.2615,0.8928,0.8928,0.1348,0.0094,1759161600000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1465488000000,1759228324057,1759228324057,,False,5,0.1072,0.1072,09-30
494208,SH000827,中证环保,3,40.9001,2.8704,0.9264,0.5432,0.0702,0.0154,1759161600000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228321168,1759228321168,0.7989,False,5,0.4568,0.0736,09-30
494241,SZ399971,中证传媒,3,42.1467,2.7134,0.6416,0.5292,0.0644,0.0145,1759161600000,high,2,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228323363,1759228323363,0.8433,False,5,0.4708,0.3584,09-30
494205,SZ399006,创业板,1,45.4436,5.6631,0.5128,0.6212,0.1246,0.0093,1759161600000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320948,1759228320948,1.229,False,5,0.3788,0.4872,09-30
494204,SH000852,中证1000,1,47.9783,2.5445,0.7456,0.53,0.053,0.011,1759161600000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228320883,1759228320883,1.0402,False,5,0.47,0.2544,09-30
494240,SZ399610,TMT50,3,49.1828,5.4687,0.9104,0.9088,0.1112,0.007,1759161600000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1476633600000,1759228323298,1759228323298,1.0047,False,5,0.0912,0.0896,09-30
494248,CSI931079,5G通讯,3,51.1412,6.3223,0.9891,0.9898,0.1236,0.0068,1759161600000,high,2,,0.05,1556553600000,1759228323819,1759228323819,1.1529,False,5,0.0102,0.0109,09-30
494238,CSI931087,科技龙头,3,56.4237,6.4332,0.9422,0.8158,0.114,0.0066,1759161600000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1759228323170,1759228323170,1.4028,False,5,0.1842,0.0578,09-30
494246,CSI930652,中证电子,3,69.7219,6.1159,0.9988,0.9988,0.0877,0.0055,1759161600000,high,2,,0.05,1435161600000,1759228323686,1759228323686,1.2564,False,5,0.0012,0.0012,09-30
494217,SH000993,全指信息,3,79.0134,5.978,0.9208,0.956,0.0757,0.0052,1759161600000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228321756,1759228321756,1.2449,False,5,0.044,0.0792,09-30
494211,SZ399967,中证军工,3,119.386,3.5483,0.8428,0.6724,0.0297,0.0049,1759161600000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1435248000000,1759228321356,1759228321356,1.268,True,5,0.3276,0.1572,09-30
494249,SH000688,科创50,1,192.6722,6.756,0.9993,0.7938,0.0351,0.0037,1759161600000,high,2,,0.05,1577721600000,1759228323862,1759228323862,2.2017,False,5,0.2062,0.0007,09-30
