id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,pb_over_history,pe_over_history,date,peg
500751,SZ399393,国证地产,3,0.0,0.8917,0.0,0.2292,0.0,0.0106,1769356800000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423523604,1769423523604,True,5,0.7708,1.0,01-26,
500725,SZ399812,养老产业,3,12.8853,2.1299,0.016,0.2164,0.1653,0.0214,1769356800000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423521589,1769423521589,False,5,0.7836,0.984,01-26,0.8184
500720,SZ399997,中证白酒,3,17.6771,4.6729,0.004,0.1156,0.2643,0.0406,1769356800000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423521188,1769423521188,False,5,0.8844,0.996,01-26,78.6197
500759,CSIH30094,消费红利,2,17.8813,4.063,0.008,0.1368,0.2272,0.041,1769356800000,low,0,,0.05,1445270400000,1769423524120,1769423524120,False,5,0.8632,0.992,01-26,8.2913
500736,SH000932,主要消费,3,18.5347,3.9181,0.0,0.1252,0.2114,0.0362,1769356800000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522479,1769423522479,False,5,0.8748,1.0,01-26,3.5296
500724,SZ399396,国证食品,3,20.0193,4.1047,0.02,0.054,0.205,0.0368,1769356800000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423521491,1769423521491,False,5,0.946,0.98,01-26,5.5095
500730,SZ399550,央视50,2,9.6813,1.0123,0.6932,0.1768,0.1046,0.0423,1769356800000,mid,1,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1445270400000,1769423522021,1769423522021,False,5,0.8232,0.3068,01-26,1.9202
500723,SZ399975,证券公司,3,17.1165,1.478,0.1472,0.3788,0.0863,0.014,1769356800000,mid,1,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423521422,1769423521422,True,5,0.6212,0.8528,01-26,0.6822
500744,CSIH30533,中概互联50,3,19.6553,2.9471,0.1416,0.3072,0.1499,0.0087,1769356800000,mid,1,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423523094,1769423523094,False,5,0.6928,0.8584,01-26,
500704,CSIH11136,中国互联,3,19.7908,2.9474,0.1736,0.3248,0.1489,0.0092,1769097600000,mid,1,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1445270400000,1769391120600,1769391120600,False,5,0.6752,0.8264,01-23,
500753,SZ399989,中证医疗,3,34.6445,3.6681,0.3808,0.1324,0.1059,0.0139,1769356800000,mid,1,,0.05,1445356800000,1769423523737,1769423523737,False,5,0.8676,0.6192,01-26,1.4441
500727,SH000991,全指医药,3,34.7449,3.2892,0.4592,0.208,0.0947,0.0152,1769356800000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423521803,1769423521803,False,5,0.792,0.5408,01-26,1.6601
500742,SH000978,医药100,3,34.855,3.3487,0.518,0.1932,0.0961,0.0149,1769356800000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522940,1769423522940,False,5,0.8068,0.482,01-26,1.7351
500718,SZ399986,中证银行,3,6.6624,0.6513,0.7404,0.3136,0.0978,0.045,1769356800000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423521004,1769423521004,True,5,0.6864,0.2596,01-26,3.7793
500708,SPACEVCP,标普价值,2,7.5316,0.8301,0.7524,0.7236,0.1102,0.0413,1769356800000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1445443200000,1769423520112,1769423520112,False,5,0.2764,0.2476,01-26,1.7475
500746,CSI931157,红利成长LV,2,7.8478,0.8567,0.6094,0.5204,0.1092,0.049,1769356800000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1769423523251,1769423523251,False,5,0.4796,0.3906,01-26,1.0143
500734,CSIH30269,红利低波,2,8.0387,0.8448,0.7344,0.5432,0.1051,0.0465,1769356800000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522325,1769423522325,False,5,0.4568,0.2656,01-26,3.665
500717,SH000922,中证红利,2,8.2128,0.8337,0.69,0.4424,0.1015,0.0473,1769356800000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423520932,1769423520932,False,5,0.5576,0.31,01-26,6.9963
500756,SH000015,上证红利,2,8.2474,0.8201,0.866,0.5652,0.0994,0.0457,1769356800000,high,2,,0.05,1445184000000,1769423523937,1769423523937,False,5,0.4348,0.134,01-26,52.5945
500748,CSPSADRP,标普红利,2,8.5978,0.9374,0.8936,0.5908,0.109,0.0487,1769356800000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1445270400000,1769423523372,1769423523372,False,5,0.4092,0.1064,01-26,6.2222
500752,CSI930740,300红利LV,2,8.7538,0.915,0.7284,0.5108,0.1045,0.045,1769356800000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1444579200000,1769423523670,1769423523670,False,5,0.4892,0.2716,01-26,4.4718
500737,SH000919,300价值,2,8.9233,0.9324,0.7036,0.4556,0.1045,0.0402,1769356800000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522565,1769423522565,False,5,0.5444,0.2964,01-26,2.1812
500729,SH000925,基本面50,2,9.6872,1.0077,0.6912,0.38,0.104,0.0389,1769356800000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423521939,1769423521939,False,5,0.62,0.3088,01-26,1.8824
500713,SH000170,50AH优选,1,10.1859,1.1867,0.6944,0.7293,0.1165,0.0302,1769356800000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1769423520599,1769423520599,False,5,0.2707,0.3056,01-26,1.8513
500696,HSFML25,香港大盘,1,10.2002,1.0412,0.7788,0.5772,0.1021,0.0278,1769097600000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1445270400000,1769218320647,1769218320647,False,5,0.4228,0.2212,01-23,1.1608
500695,HKHSCEI,国企指数,1,10.6434,1.087,0.8832,0.798,0.1021,0.027,1769097600000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1445270400000,1769218320547,1769218320547,False,5,0.202,0.1168,01-23,1.8488
500710,SH000016,上证50,1,11.6074,1.2778,0.8316,0.67,0.1101,0.0324,1769356800000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423520320,1769423520320,False,5,0.33,0.1684,01-26,1.9687
500740,SH000010,上证180,1,12.127,1.2696,0.8196,0.5088,0.1047,0.029,1769356800000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522786,1769423522786,False,5,0.4912,0.1804,01-26,1.7967
500694,HKHSI,恒生指数,1,12.1399,1.2344,0.8064,0.8472,0.1017,0.0297,1769097600000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1445270400000,1769218320439,1769218320439,False,5,0.1528,0.1936,01-23,1.6683
500711,SH000300,沪深300,1,14.1452,1.4915,0.8408,0.616,0.1054,0.0257,1769356800000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423520419,1769423520419,False,5,0.384,0.1592,01-26,1.5097
500754,CSI716567,MSCI中国,1,14.8504,1.5404,0.8483,0.6821,0.1037,0.0242,1769356800000,high,2,,0.05,1508688000000,1769423523806,1769423523806,False,5,0.3179,0.1517,01-26,1.3355
500709,SPCQVCP,标普质量,2,15.6419,2.777,0.4164,0.3848,0.1775,0.0208,1769356800000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423520210,1769423520210,False,5,0.6152,0.5836,01-26,1.8252
500732,SZ399324,深证红利,2,16.184,2.56,0.634,0.8732,0.1582,0.0401,1769356800000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522160,1769423522160,False,5,0.1268,0.366,01-26,1.8947
500721,SZ399998,中证煤炭,3,16.9268,1.6334,0.81,0.8816,0.0965,0.0567,1769356800000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1441555200000,1769423521281,1769423521281,True,5,0.1184,0.19,01-26,
500731,SH000903,中证100,1,17.4965,1.8916,0.994,0.9848,0.1081,0.026,1769356800000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522088,1769423522088,False,5,0.0152,0.006,01-26,1.5908
500745,CSI931142,东证竞争,2,17.8978,3.1413,0.9408,0.9436,0.1755,0.0237,1769356800000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423523166,1769423523166,False,5,0.0564,0.0592,01-26,0.989
500762,GDAXI,德国DAX,1,18.1873,1.8122,0.5456,0.7544,0.0996,0.0009,1769356800000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1445270400000,1769423524350,1769423524350,False,5,0.2456,0.4544,01-26,
500699,SPHCMSHP,香港中小,1,20.1776,1.5765,0.9987,0.8298,0.0781,0.0238,1769097600000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1769218321175,1769218321175,False,5,0.1702,0.0013,01-23,
500738,SZ399701,基本面60,2,21.388,2.0624,0.7156,0.3092,0.0964,0.0257,1769356800000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522649,1769423522649,False,5,0.6908,0.2844,01-26,0.9908
500735,SZ399317,国证A指,1,22.6922,1.9047,0.9932,0.6784,0.0839,0.0174,1769356800000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522396,1769423522396,False,5,0.3216,0.0068,01-26,1.4826
500733,CSI930782,500低波,2,22.713,1.8828,0.7109,0.7707,0.0829,0.0204,1769356800000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1769423522243,1769423522243,False,5,0.2293,0.2891,01-26,1.3003
500739,SZ399702,基本面120,2,22.9418,2.201,0.8956,0.5156,0.0959,0.023,1769356800000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1445356800000,1769423522716,1769423522716,False,5,0.4844,0.1044,01-26,0.9698
