id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pe_over_history,pb_over_history
438671,CSI930782,500低波,2,16.0761,1.3083,0.1495,0.0575,0.0814,0.0235,1657641600000,low,0,https://danjuanapp.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1657707924425,1657707924425,0.8102,False,07-13,0.8505,0.9425
438655,SZ399975,证券公司,3,16.6823,1.3931,0.1405,0.0949,0.0835,0.018,1657641600000,low,0,https://danjuanapp.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1373817600000,1657707924425,1657707924425,1.4997,True,07-13,0.8595,0.9051
438663,SP500,标普500,1,18.6782,3.7608,0.26,0.8344,0.2013,0.016,1657641600000,low,0,https://danjuanapp.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1332345600000,1657707924425,1657707924425,1.2282,False,07-13,0.74,0.1656
438662,HKHSCEI,国企指数,1,8.4839,0.8528,0.498,0.0688,0.1005,0.0308,1657641600000,mid,1,https://danjuanapp.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,1.4736,False,07-13,0.502,0.9312
438666,SZ399550,央视50,2,8.4933,1.0959,0.4037,0.0252,0.129,0.033,1657641600000,mid,1,https://danjuanapp.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1338912000000,1657707924425,1657707924425,0.7343,False,07-13,0.5963,0.9748
438653,SZ399998,中证煤炭,3,8.823,1.6544,0.1346,0.9352,0.1875,0.059,1657641600000,mid,1,https://danjuanapp.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1423756800000,1657707924425,1657707924425,,True,07-13,0.8654,0.0648
438645,SH000170,50AH优选,1,9.7904,1.2193,0.4626,0.6951,0.1245,0.0254,1657641600000,mid,1,https://danjuanapp.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1657707924425,1657707924425,0.9478,False,07-13,0.5374,0.3049
438683,SH000010,上证180,1,10.0818,1.2033,0.3196,0.1376,0.1194,0.0269,1657641600000,mid,1,https://danjuanapp.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.7696,False,07-13,0.6804,0.8624
438642,SH000016,上证50,1,10.37,1.3519,0.6032,0.6428,0.1304,0.0288,1657641600000,mid,1,https://danjuanapp.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.8927,False,07-13,0.3968,0.3572
438643,SH000300,沪深300,1,12.515,1.4987,0.5424,0.4748,0.1198,0.0222,1657641600000,mid,1,https://danjuanapp.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.7332,False,07-13,0.4576,0.5252
438667,SH000903,中证100,1,13.8787,1.9137,0.9468,0.9796,0.1379,0.0246,1657641600000,mid,1,https://danjuanapp.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.9011,False,07-13,0.0532,0.0204
438689,CSI931142,东证竞争,2,15.742,2.6362,0.826,0.8964,0.1675,0.0199,1657641600000,mid,1,https://danjuanapp.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.7573,False,07-13,0.174,0.1036
438676,SZ399317,国证A指,1,16.496,1.6802,0.4328,0.3192,0.1019,0.0186,1657641600000,mid,1,https://danjuanapp.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.6928,False,07-13,0.5672,0.6808
438670,SZ399324,深证红利,2,16.9376,2.1874,0.7632,0.5316,0.1291,0.031,1657641600000,mid,1,https://danjuanapp.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.7796,False,07-13,0.2368,0.4684
438688,SPCQVCP,标普质量,2,16.9454,3.0084,0.5841,0.4895,0.1694,0.0225,1657641600000,mid,1,https://danjuanapp.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1354204800000,1657707924425,1657707924425,1.9773,False,07-13,0.4159,0.5105
438644,SH000905,中证500,1,20.5006,1.7639,0.1032,0.0804,0.086,0.0192,1657641600000,mid,1,https://danjuanapp.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.5209,False,07-13,0.8968,0.9196
438657,SZ399812,养老产业,3,20.9502,2.4171,0.3251,0.0187,0.1154,0.0169,1657641600000,mid,1,https://danjuanapp.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1401984000000,1657707924425,1657707924425,1.026,False,07-13,0.6749,0.9813
438695,SZ399393,国证地产,3,22.3136,0.9734,0.9451,0.0303,0.0436,0.0449,1657641600000,mid,1,https://danjuanapp.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1345392000000,1657707924425,1657707924425,1.0433,True,07-13,0.0549,0.9697
438664,NDX,纳指100,1,23.8069,6.7518,0.4796,0.7956,0.2836,0.0077,1657641600000,mid,1,https://danjuanapp.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1329926400000,1657707924425,1657707924425,1.1815,False,07-13,0.5204,0.2044
438694,SZ399971,中证传媒,3,24.0396,1.8833,0.0577,0.0129,0.0783,0.0194,1657641600000,mid,1,https://danjuanapp.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1397491200000,1657707924425,1657707924425,1.0234,False,07-13,0.9423,0.9871
438693,SZ399610,TMT50,3,24.1289,3.5629,0.0212,0.166,0.1477,0.0134,1657641600000,mid,1,https://danjuanapp.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1408809600000,1657707924425,1657707924425,0.8777,False,07-13,0.9788,0.834
438699,CSI930652,中证电子,3,25.5948,3.4307,0.07,0.2851,0.134,0.0101,1657641600000,mid,1,,0.05,1433433600000,1657707924425,1657707924425,0.9815,False,07-13,0.93,0.7149
438684,SZ399001,深证成指,1,28.0009,3.0178,0.6172,0.5868,0.1078,0.0131,1657641600000,mid,1,https://danjuanapp.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.6666,False,07-13,0.3828,0.4132
438647,SH000852,中证1000,1,29.6964,2.5899,0.1135,0.3404,0.0872,0.0111,1657641600000,mid,1,https://danjuanapp.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1413475200000,1657707924425,1657707924425,0.5209,False,07-13,0.8865,0.6596
438659,SH000991,全指医药,3,29.841,3.97,0.1052,0.2516,0.133,0.0099,1657641600000,mid,1,https://danjuanapp.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,1.1729,False,07-13,0.8948,0.7484
438697,SZ399989,中证医疗,3,30.1985,7.0711,0.0091,0.556,0.2342,0.0078,1657641600000,mid,1,,0.05,1414684800000,1657707924425,1657707924425,1.3038,False,07-13,0.9909,0.444
438685,SH000978,医药100,3,31.6878,4.7426,0.1884,0.6944,0.1497,0.0086,1657641600000,mid,1,https://danjuanapp.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,1.4816,False,07-13,0.8116,0.3056
438660,SH000993,全指信息,3,32.339,3.2772,0.0488,0.1924,0.1013,0.0086,1657641600000,mid,1,https://danjuanapp.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.9776,False,07-13,0.9512,0.8076
438687,CSIH30533,中概互联50,3,42.7352,2.7449,0.3346,0.0349,0.0642,0.0039,1657641600000,mid,1,https://danjuanapp.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1657707924425,1657707924425,,False,07-13,0.6654,0.9651
438669,CSIH11136,中国互联,3,43.6694,2.7756,0.4604,0.0256,0.0636,0.004,1657641600000,mid,1,https://danjuanapp.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,,False,07-13,0.5396,0.9744
438648,SZ399006,创业板,1,55.2643,6.4235,0.576,0.6772,0.1162,0.0048,1657641600000,mid,1,https://danjuanapp.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.8366,False,07-13,0.424,0.3228
438654,SZ399967,中证军工,3,55.7601,3.3056,0.1221,0.4392,0.0593,0.0052,1657641600000,mid,1,https://danjuanapp.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1387987200000,1657707924425,1657707924425,1.15,True,07-13,0.8779,0.5608
438682,SZ399702,基本面120,2,21.613,2.5425,0.7684,0.7392,0.1176,0.0191,1657641600000,high,2,https://danjuanapp.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.7139,False,07-13,0.2316,0.2608
438681,SZ399701,基本面60,2,22.8231,2.5981,0.8948,0.7916,0.1138,0.0195,1657641600000,high,2,https://danjuanapp.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.7229,False,07-13,0.1052,0.2084
438646,SZ399330,深证100,1,27.7261,3.7638,0.8136,0.8192,0.1357,0.0126,1657641600000,high,2,https://danjuanapp.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.7427,False,07-13,0.1864,0.1808
438675,935600,MSCI印度,1,28.0694,3.7834,0.89,0.89,0.1348,0.0136,1657641600000,high,2,https://danjuanapp.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1397750400000,1657707924425,1657707924425,,False,07-13,0.11,0.11
438658,SH000989,全指可选,3,30.9837,2.9223,0.766,0.7584,0.0943,0.0174,1657641600000,high,2,https://danjuanapp.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.8642,False,07-13,0.234,0.2416
438651,SH000827,中证环保,3,38.1534,4.6861,0.8391,0.9328,0.1228,0.0072,1657641600000,high,2,https://danjuanapp.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1348502400000,1657707924425,1657707924425,0.7306,False,07-13,0.1609,0.0672
438656,SZ399396,食品饮料,3,38.7315,8.0475,0.8191,0.8204,0.2078,0.0126,1657641600000,high,2,https://danjuanapp.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1351440000000,1657707924425,1657707924425,1.5438,False,07-13,0.1809,0.1796
438652,SZ399997,中证白酒,3,39.7293,10.5174,0.767,0.7769,0.2647,0.0115,1657641600000,high,2,https://danjuanapp.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1657707924425,1657707924425,1.6673,False,07-13,0.233,0.2231
438704,CSIH30094,消费红利,2,57.0508,5.0778,0.9941,0.5427,0.089,0.0187,1657641600000,high,2,,0.05,1372694400000,1657707924425,1657707924425,0.3774,False,07-13,0.0059,0.4573
438679,SH000932,主要消费,3,58.6732,7.5377,0.9844,0.8548,0.1285,0.0115,1657641600000,high,2,https://danjuanapp.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657707924425,1657707924425,0.8256,False,07-13,0.0156,0.1452
438686,SZ399417,新能源车,3,63.8148,7.3164,0.7371,0.9584,0.1147,0.0024,1657641600000,high,2,https://danjuanapp.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1411488000000,1657707924425,1657707924425,0.581,True,07-13,0.2629,0.0416
438698,CSI716567,MSCI中国,1,13.1678,1.5795,0.5139,0.5365,0.12,0.0214,1657641600000,unsort,99,,0.05,1508688000000,1657707924425,1657707924425,0.6917,False,07-13,0.4861,0.4635
438701,CSI931079,5G通讯,3,25.8719,3.1007,0.0231,0.0424,0.1198,0.01,1657641600000,unsort,99,,0.05,1556553600000,1657707924425,1657707924425,0.7602,False,07-13,0.9769,0.9576
438703,HKHSSCNE,新经济,2,26.0996,3.183,0.474,0.6041,0.122,0.0084,1657641600000,unsort,99,,0.05,1542729600000,1657707924425,1657707924425,,False,07-13,0.526,0.3959
438692,CSI931087,科技龙头,3,33.7942,5.4094,0.1586,0.3073,0.1601,0.0072,1657641600000,unsort,99,https://danjuanapp.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1657707924425,1657707924425,0.9565,False,07-13,0.8414,0.6927
438705,HKHSTECH,恒生科技,3,41.4041,2.7405,0.543,0.1111,0.0662,0.0041,1657641600000,unsort,99,,0.05,1595779200000,1657707924425,1657707924425,,False,07-13,0.457,0.8889
438702,SH000688,科创50,1,42.5525,4.8036,0.0995,0.0604,0.1129,0.0047,1657641600000,unsort,99,,0.05,1577721600000,1657707924425,1657707924425,0.989,False,07-13,0.9005,0.9396
