id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,date,pb_over_history,pe_over_history,peg
512733,935600,MSCI印度,1,35.2436,4.7504,0.7716,0.7716,0.1348,0.0097,1784476800000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1481904000000,1784543524560,1784543524560,False,5,07-20,0.2284,0.2284,
512757,CSI716567,MSCI中国,1,15.1186,1.5308,0.8545,0.6653,0.1013,0.0236,1784476800000,high,2,,0.05,1508688000000,1784561522087,1784561522087,False,5,07-20,0.3347,0.1455,0.8158
512758,CSI930652,中证电子,3,65.343,6.8212,0.976,0.9824,0.1044,0.0058,1784476800000,high,2,,0.05,1459872000000,1784561522166,1784561522166,False,5,07-20,0.0176,0.024,0.8615
512756,CSI930740,300红利LV,2,8.9421,0.871,0.7644,0.408,0.0974,0.0432,1784476800000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1459094400000,1784561521981,1784561521981,False,5,07-20,0.592,0.2356,2.7983
512705,CSI930782,500低波,2,19.8274,1.617,0.464,0.6832,0.0816,0.0238,1784476800000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522279,1784543522279,False,5,07-20,0.3168,0.536,0.9406
512760,CSI931079,5G通讯,3,53.2825,7.4265,0.9595,0.9663,0.1394,0.0059,1784476800000,high,2,,0.05,1556553600000,1784561522339,1784561522339,False,5,07-20,0.0337,0.0405,0.5434
512755,CSI931087,科技龙头,3,59.6164,8.4002,0.9629,0.9848,0.1409,0.0052,1784476800000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1784561521870,1784561521870,False,5,07-20,0.0152,0.0371,0.7595
512754,CSI931142,东证竞争,2,19.2274,2.9187,0.9316,0.8848,0.1518,0.0236,1784476800000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561521792,1784561521792,False,5,07-20,0.1152,0.0684,0.6282
512718,CSI931157,红利成长LV,2,7.9,0.8508,0.6023,0.4707,0.1077,0.0461,1784476800000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1784543523406,1784543523406,False,5,07-20,0.5293,0.3977,1.2737
512768,CSIH11136,中国互联,3,16.9739,2.1933,0.0872,0.0304,0.1292,0.0107,1784476800000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784597520893,1784597520893,False,5,07-20,0.9696,0.9128,
512731,CSIH30094,消费红利,2,18.9533,3.6515,0.0764,0.04,0.1927,0.0415,1784476800000,low,0,,0.05,1459872000000,1784543524414,1784543524414,False,5,07-20,0.96,0.9236,2.0222
512706,CSIH30269,红利低波,2,8.3704,0.8554,0.7628,0.5832,0.1022,0.0442,1784476800000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522369,1784543522369,False,5,07-20,0.4168,0.2372,1.8307
512770,CSIH30533,中概互联50,3,17.0071,2.2016,0.0552,0.034,0.1295,0.0101,1784476800000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784597521237,1784597521237,False,5,07-20,0.966,0.9448,
512720,CSPSADRP,标普红利,2,9.4008,0.9836,0.9588,0.6816,0.1046,0.0478,1784476800000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1459872000000,1784543523541,1784543523541,False,5,07-20,0.3184,0.0412,1.8034
512734,GDAXI,德国DAX,1,17.8278,1.6825,0.5104,0.5072,0.0944,0.0011,1784476800000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1459872000000,1784543524644,1784543524644,False,5,07-20,0.4928,0.4896,
512766,HKHSCEI,国企指数,1,10.0554,0.9724,0.776,0.5464,0.0967,0.029,1784476800000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784597520453,1784597520453,False,5,07-20,0.4536,0.224,1.7466
512765,HKHSI,恒生指数,1,12.0447,1.1988,0.7612,0.7428,0.0995,0.0314,1784476800000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784597520361,1784597520361,False,5,07-20,0.2572,0.2388,1.6552
512771,HKHSSCNE,新经济,2,23.1637,2.8023,0.4133,0.465,0.121,0.0102,1784476800000,high,2,,0.05,1542729600000,1784597521532,1784597521532,False,5,07-20,0.535,0.5867,
512762,HKHSTECH,恒生科技,3,23.1015,2.5868,0.3591,0.3763,0.112,0.0095,1784476800000,high,2,,0.05,1595779200000,1784561522480,1784561522480,False,5,07-20,0.6237,0.6409,
512767,HSFML25,香港大盘,1,9.7139,0.9828,0.6312,0.3812,0.1012,0.0299,1784476800000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784597520550,1784597520550,False,5,07-20,0.6188,0.3688,1.1055
512764,NDX,纳指100,1,34.8104,10.2236,0.718,0.97,0.2937,0.0044,1784476800000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1459872000000,1784597520269,1784597520269,False,5,07-20,0.03,0.282,1.7276
512750,SH000010,上证180,1,12.0999,1.2309,0.7988,0.4316,0.1017,0.0289,1784476800000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561521449,1784561521449,False,5,07-20,0.5684,0.2012,1.1763
512759,SH000015,上证红利,2,8.7756,0.842,0.9536,0.6056,0.0959,0.0416,1784476800000,high,2,,0.05,1459785600000,1784561522253,1784561522253,False,5,07-20,0.3944,0.0464,1.4996
512737,SH000016,上证50,1,11.6561,1.2645,0.8376,0.6364,0.1085,0.0312,1784476800000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520113,1784561520113,False,5,07-20,0.3636,0.1624,1.4754
512739,SH000170,50AH优选,1,9.9683,1.1777,0.608,0.6984,0.1181,0.0288,1784476800000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520313,1784561520313,False,5,07-20,0.3016,0.392,1.6887
512683,SH000300,沪深300,1,14.3035,1.4556,0.8528,0.4916,0.1018,0.0254,1784476800000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543520415,1784543520415,False,5,07-20,0.5084,0.1472,0.9291
512761,SH000688,科创50,1,213.1337,8.392,0.9861,0.9735,0.0394,0.0021,1784476800000,high,2,,0.05,1577721600000,1784561522399,1784561522399,False,5,07-20,0.0265,0.0139,0.9765
512691,SH000827,中证环保,3,31.3811,2.5735,0.6332,0.408,0.082,0.0173,1784476800000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543521007,1784543521007,False,5,07-20,0.592,0.3668,0.5005
512740,SH000852,中证1000,1,42.1772,2.2448,0.666,0.3248,0.0532,0.0116,1784476800000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520412,1784561520412,False,5,07-20,0.6752,0.334,0.7541
512703,SH000903,中证100,1,17.849,1.9244,0.9792,0.9916,0.1078,0.024,1784476800000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522098,1784543522098,False,5,07-20,0.0084,0.0208,0.9124
512738,SH000905,中证500,1,35.3085,2.3754,0.85,0.7664,0.0673,0.0141,1784476800000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520225,1784561520225,False,5,07-20,0.2336,0.15,0.7114
512749,SH000919,300价值,2,9.0754,0.909,0.73,0.4044,0.1002,0.0398,1784476800000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561521317,1784561521317,False,5,07-20,0.5956,0.27,1.4162
512741,SH000922,中证红利,2,8.554,0.8344,0.7884,0.4652,0.0975,0.0432,1784476800000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520513,1784561520513,False,5,07-20,0.5348,0.2116,1.4019
512746,SH000925,基本面50,2,9.7715,1.0146,0.6928,0.416,0.1038,0.0376,1784476800000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520980,1784561520980,False,5,07-20,0.584,0.3072,1.266
512708,SH000932,主要消费,3,20.6777,3.5527,0.13,0.0316,0.1718,0.038,1784476800000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522519,1784543522519,False,5,07-20,0.9684,0.87,1.5191
512714,SH000978,医药100,3,33.6718,3.2,0.4708,0.1636,0.095,0.0167,1784476800000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522999,1784543522999,False,5,07-20,0.8364,0.5292,1.1581
512744,SH000989,全指可选,3,20.6415,2.0957,0.19,0.18,0.1015,0.0273,1784476800000,low,0,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520809,1784561520809,False,5,07-20,0.82,0.81,0.7334
512699,SH000991,全指医药,3,33.1386,3.1133,0.412,0.136,0.0939,0.017,1784476800000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543521775,1784543521775,False,5,07-20,0.864,0.588,1.1503
512745,SH000993,全指信息,3,68.1824,6.6022,0.8064,0.982,0.0968,0.0057,1784476800000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520893,1784561520893,False,5,07-20,0.018,0.1936,0.8874
512763,SP500,标普500,1,27.8638,5.6865,0.7592,0.9824,0.2041,0.0103,1784476800000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784597520162,1784597520162,False,5,07-20,0.0176,0.2408,1.8322
512680,SPACEVCP,标普价值,2,7.0087,0.7719,0.6448,0.632,0.1101,0.0442,1784476800000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1460044800000,1784543520096,1784543520096,False,5,07-20,0.368,0.3552,1.6262
512681,SPCQVCP,标普质量,2,15.6419,2.777,0.4024,0.3848,0.1775,0.0208,1784476800000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543520209,1784543520209,False,5,07-20,0.6152,0.5976,1.8252
512769,SPHCMSHP,香港中小,1,19.2912,1.3131,0.947,0.5205,0.0681,0.0249,1784476800000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1784597521028,1784597521028,False,5,07-20,0.4795,0.053,
512751,SZ399001,深证成指,1,32.8769,2.8011,0.9008,0.5432,0.0852,0.0152,1784476800000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561521533,1784561521533,False,5,07-20,0.4568,0.0992,0.5092
512688,SZ399006,创业板,1,43.7774,5.8328,0.5404,0.6872,0.1332,0.0091,1784476800000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543520788,1784543520788,False,5,07-20,0.3128,0.4596,0.6068
512748,SZ399317,国证A指,1,20.9938,1.7313,0.8332,0.5164,0.0825,0.0189,1784476800000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561521218,1784561521218,False,5,07-20,0.4836,0.1668,0.8629
512704,SZ399324,深证红利,2,18.4146,2.8654,0.8636,0.9108,0.1556,0.0347,1784476800000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522189,1784543522189,False,5,07-20,0.0892,0.1364,0.6774
512686,SZ399330,深证100,1,28.2366,3.0683,0.8232,0.6636,0.1087,0.0179,1784476800000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543520642,1784543520642,False,5,07-20,0.3364,0.1768,0.5421
512723,SZ399393,国证地产,3,0.0,0.715,0.0,0.0732,0.0,0.0173,1784476800000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543523774,1784543523774,True,5,07-20,0.9268,1.0,
512696,SZ399396,国证食品,3,20.8775,3.7065,0.1004,0.02,0.1775,0.0382,1784476800000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543521455,1784543521455,False,5,07-20,0.98,0.8996,1.8698
512752,SZ399417,新能源车,3,25.1933,3.3563,0.3688,0.4504,0.1332,0.015,1784476800000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561521631,1784561521631,True,5,07-20,0.5496,0.6312,0.4832
512747,SZ399550,央视50,2,10.1648,1.0224,0.8092,0.2404,0.1006,0.0387,1784476800000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1459872000000,1784561521077,1784561521077,False,5,07-20,0.7596,0.1908,1.3297
512721,SZ399610,TMT50,3,47.3744,6.4377,0.84,0.9752,0.1359,0.0069,1784476800000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1493136000000,1784543523614,1784543523614,False,5,07-20,0.0248,0.16,0.5756
512710,SZ399701,基本面60,2,22.4434,2.0682,0.8296,0.3272,0.0922,0.0269,1784476800000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522671,1784543522671,False,5,07-20,0.6728,0.1704,0.4794
512711,SZ399702,基本面120,2,25.6353,2.2538,0.962,0.6044,0.0879,0.022,1784476800000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543522750,1784543522750,False,5,07-20,0.3956,0.038,0.4468
512743,SZ399812,养老产业,3,11.7484,1.84,0.02,0.0788,0.1566,0.0249,1784476800000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520722,1784561520722,False,5,07-20,0.9212,0.98,1.2857
512694,SZ399967,中证军工,3,59.2362,3.1108,0.3488,0.4516,0.0525,0.0056,1784476800000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543521307,1784543521307,True,5,07-20,0.5484,0.6512,0.8801
512722,SZ399971,中证传媒,3,32.6239,2.1725,0.3636,0.2244,0.0666,0.0212,1784476800000,mid,1,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543523703,1784543523703,False,5,07-20,0.7756,0.6364,0.6918
512695,SZ399975,证券公司,3,15.3561,1.3285,0.0668,0.2436,0.0865,0.0202,1784476800000,low,0,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543521381,1784543521381,True,5,07-20,0.7564,0.9332,1.0211
512742,SZ399986,中证银行,3,7.0129,0.6736,0.8428,0.408,0.0961,0.0433,1784476800000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784561520593,1784561520593,True,5,07-20,0.592,0.1572,2.1185
512725,SZ399989,中证医疗,3,29.3804,3.318,0.1664,0.076,0.1129,0.0145,1784476800000,low,0,,0.05,1459958400000,1784543523948,1784543523948,False,5,07-20,0.924,0.8336,1.438
512692,SZ399997,中证白酒,3,19.825,4.2208,0.1496,0.0432,0.2129,0.0412,1784476800000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1459958400000,1784543521085,1784543521085,False,5,07-20,0.9568,0.8504,2.1891
512693,SZ399998,中证煤炭,3,21.3727,1.739,0.8816,0.9456,0.0814,0.0304,1784476800000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1456675200000,1784543521215,1784543521215,True,5,07-20,0.0544,0.1184,0.7947
