id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,pb_over_history,pe_over_history,date
479523,SZ399393,国证地产,3,0.0,0.8305,0.0,0.1052,0.0,0.0178,1732636800000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1408291200000,1732701145037,1732701145037,0.8305,True,0.8948,1.0,11-27
479497,HSFML25,香港大盘,1,7.9045,0.8151,0.2092,0.0992,0.1031,0.0375,1732636800000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1408291200000,1732701145037,1732701145037,0.8996,False,0.9008,0.7908,11-27
479491,HKHSCEI,国企指数,1,7.9272,0.8278,0.2968,0.1988,0.1044,0.036,1732636800000,low,0,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1408291200000,1732701145037,1732701145037,1.3769,False,0.8012,0.7032,11-27
479474,SH000170,50AH优选,1,8.4708,0.9268,0.1266,0.0661,0.1094,0.0401,1732636800000,low,0,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1732701145037,1732701145037,3.0005,False,0.9339,0.8734,11-27
479490,HKHSI,恒生指数,1,8.882,0.9164,0.1572,0.1532,0.1032,0.0412,1732636800000,low,0,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1408291200000,1732701145037,1732701145037,1.2206,False,0.8468,0.8428,11-27
479486,SZ399812,养老产业,3,14.4648,2.0242,0.0016,0.0992,0.1399,0.0234,1732636800000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1408291200000,1732701145037,1732701145037,0.4467,False,0.9008,0.9984,11-27
479498,CSIH11136,中国互联,3,17.4053,2.509,0.0384,0.1308,0.1442,0.0127,1732636800000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1408291200000,1732701145037,1732701145037,,False,0.8692,0.9616,11-27
479515,CSIH30533,中概互联50,3,17.9667,2.5618,0.0415,0.1746,0.1426,0.0119,1732636800000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1732701145037,1732701145037,,False,0.8254,0.9585,11-27
479481,SZ399997,中证白酒,3,20.4403,5.6659,0.139,0.2942,0.2772,0.0318,1732636800000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1732701145037,1732701145037,1.7248,False,0.7058,0.861,11-27
479485,SZ399396,国证食品,3,21.7092,4.736,0.0736,0.294,0.2182,0.0302,1732636800000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1408291200000,1732701145037,1732701145037,1.9797,False,0.706,0.9264,11-27
