id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pb_over_history,pe_over_history
474831,SPACEVCP,标普价值,2,5.3576,0.5418,0.1592,0.1452,0.1011,0.0568,1722873600000,low,0,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,1.2431,False,08-06,0.8548,0.8408
474822,HSFML25,香港大盘,1,7.021,0.7015,0.0424,0.002,0.0999,0.0423,1722873600000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,0.7991,False,08-06,0.998,0.9576
474816,HKHSCEI,国企指数,1,7.6093,0.7453,0.2248,0.0304,0.0979,0.0402,1722873600000,low,0,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,1.3216,False,08-06,0.9696,0.7752
474820,SZ399550,央视50,2,8.1914,0.9373,0.2604,0.0332,0.1144,0.0436,1722873600000,low,0,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1398787200000,1722938740682,1722938740682,1.6237,False,08-06,0.9668,0.7396
474799,SH000170,50AH优选,1,8.2937,0.8769,0.0817,0.0052,0.1057,0.042,1722873600000,low,0,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1722938740682,1722938740682,1.5194,False,08-06,0.9948,0.9183
474815,HKHSI,恒生指数,1,8.5278,0.8308,0.0852,0.0188,0.0974,0.0461,1722873600000,low,0,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,1.1719,False,08-06,0.9812,0.9148
474797,SH000300,沪深300,1,11.3771,1.2305,0.1836,0.0436,0.1082,0.0316,1722873600000,low,0,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,1.0757,False,08-06,0.9564,0.8164
474851,CSI716567,MSCI中国,1,11.6498,1.2379,0.2264,0.0333,0.1063,0.0308,1722873600000,low,0,,0.05,1508688000000,1722938740682,1722938740682,0.9917,False,08-06,0.9667,0.7736
474824,SZ399324,深证红利,2,12.4652,1.4127,0.0636,0.0064,0.1133,0.04,1722873600000,low,0,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,0.89,False,08-06,0.9936,0.9364
474841,SPCQVCP,标普质量,2,13.2381,2.3502,0.2112,0.2004,0.1694,0.0176,1722873600000,low,0,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,1.5447,False,08-06,0.7996,0.7888
474830,SZ399317,国证A指,1,15.3382,1.3603,0.1408,0.0048,0.0887,0.0249,1722873600000,low,0,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,0.8895,False,08-06,0.9952,0.8592
474835,SZ399702,基本面120,2,16.3494,1.7213,0.116,0.0404,0.1053,0.027,1722873600000,low,0,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,0.6739,False,08-06,0.9596,0.884
474834,SZ399701,基本面60,2,16.6575,1.7893,0.2516,0.0796,0.1074,0.0279,1722873600000,low,0,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,0.6617,False,08-06,0.9204,0.7484
474812,SH000989,全指可选,3,17.0594,2.0669,0.0416,0.1504,0.1212,0.0241,1722873600000,low,0,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,0.6768,False,08-06,0.8496,0.9584
474800,SZ399330,深证100,1,17.5628,2.1527,0.0948,0.0508,0.1226,0.0245,1722873600000,low,0,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,0.7626,False,08-06,0.9492,0.9052
474811,SZ399812,养老产业,3,18.5112,1.7699,0.0517,0.0145,0.0956,0.0249,1722873600000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1401984000000,1722938740682,1722938740682,0.6646,False,08-06,0.9855,0.9483
474823,CSIH11136,中国互联,3,18.8771,2.2924,0.0368,0.0412,0.1214,0.0151,1722873600000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1399219200000,1722938740682,1722938740682,,False,08-06,0.9588,0.9632
