id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pb_over_history,pe_over_history
454355,SZ399986,中证银行,3,5.072,0.5761,0.1964,0.0815,0.1136,0.0505,1683820800000,low,0,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1373817600000,1683885756452,1683885756452,0.6586,True,05-12,0.9185,0.8036
454382,SPACEVCP,标普价值,2,5.6071,0.567,0.1948,0.1488,0.1011,0.0543,1683820800000,low,0,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1359302400000,1683885756452,1683885756452,1.3009,False,05-12,0.8512,0.8052
454404,SH000015,上证红利,2,5.785,0.6542,0.1836,0.1628,0.1131,0.0612,1683820800000,low,0,,0.05,1358956800000,1683885756452,1683885756452,0.9284,False,05-12,0.8372,0.8164
454377,CSIH30269,红利低波,2,5.8895,0.6688,0.2943,0.1832,0.1136,0.0573,1683820800000,low,0,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1387382400000,1683885756452,1683885756452,0.8817,False,05-12,0.8168,0.7057
454378,CSPSADRP,标普红利,2,6.0756,0.6938,0.2272,0.158,0.1142,0.0578,1683820800000,low,0,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1359043200000,1683885756452,1683885756452,0.91,False,05-12,0.842,0.7728
454354,SH000922,中证红利,2,6.2141,0.6867,0.1824,0.0908,0.1105,0.0568,1683820800000,low,0,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1359302400000,1683885756452,1683885756452,0.7896,False,05-12,0.9092,0.8176
454400,CSI930740,300红利LV,2,6.6041,0.7116,0.1976,0.0748,0.1078,0.0468,1683820800000,low,0,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1358352000000,1683885756452,1683885756452,0.6631,False,05-12,0.9252,0.8024
454394,CSI931157,红利成长LV,2,7.1072,0.8295,0.16,0.118,0.1167,0.0402,1683820800000,low,0,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1359043200000,1683885756452,1683885756452,0.8692,False,05-12,0.882,0.84
454373,HSFML25,香港大盘,1,8.1646,0.9015,0.2384,0.0628,0.1104,0.0381,1683820800000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1359302400000,1683885756452,1683885756452,0.9292,False,05-12,0.9372,0.7616
454366,HKHSI,恒生指数,1,9.4321,0.9489,0.292,0.0984,0.1006,0.0382,1683820800000,low,0,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1359302400000,1683885756452,1683885756452,1.2962,False,05-12,0.9016,0.708
454399,SZ399393,国证地产,3,12.5632,0.9187,0.5404,0.0328,0.0731,0.0333,1683820800000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1359302400000,1683885756452,1683885756452,3.379,True,05-12,0.9672,0.4596
454395,GDAXI,德国DAX,1,13.8335,1.5545,0.1585,0.2126,0.1124,0.0324,1683820800000,low,0,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1388592000000,1683885756452,1683885756452,,False,05-12,0.7874,0.8415
454358,SZ399998,中证煤炭,3,6.6272,1.3412,0.043,0.6297,0.2024,0.0662,1683820800000,mid,1,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1423756800000,1683885756452,1683885756452,,True,05-12,0.3703,0.957
454384,SH000919,300价值,2,7.7273,0.8507,0.3504,0.1216,0.1101,0.0462,1683820800000,mid,1,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1359302400000,1683885756452,1683885756452,0.84,False,05-12,0.8784,0.6496
454370,SH000925,基本面50,2,8.2007,0.9128,0.328,0.098,0.1113,0.0428,1683820800000,mid,1,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1359302400000,1683885756452,1683885756452,0.8076,False,05-12,0.902,0.672
