id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pe_over_history,pb_over_history
470969,SZ399986,中证银行,3,5.378,0.5668,0.2916,0.142,0.1054,0.0604,1718035200000,low,0,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,2.4941,True,06-11,0.7084,0.858
471008,CSI931157,红利成长LV,2,6.6024,0.6809,0.156,0.1176,0.1031,0.0484,1718035200000,low,0,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1393862400000,1718100798198,1718100798198,0.6809,False,06-11,0.844,0.8824
470987,HSFML25,香港大盘,1,7.6404,0.7634,0.1384,0.0332,0.0999,0.0368,1718035200000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,0.8696,False,06-11,0.8616,0.9668
470989,SZ399324,深证红利,2,14.1729,1.4585,0.2204,0.0148,0.1029,0.03,1718035200000,low,0,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,0.8475,False,06-11,0.7796,0.9852
471000,SZ399702,基本面120,2,18.1665,1.776,0.282,0.0812,0.0978,0.0233,1718035200000,low,0,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,0.6926,False,06-11,0.718,0.9188
470977,SH000989,全指可选,3,18.7313,2.2608,0.0908,0.2356,0.1207,0.0209,1718035200000,low,0,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,0.762,False,06-11,0.9092,0.7644
470965,SZ399330,深证100,1,19.2572,2.2735,0.1944,0.1196,0.1181,0.0208,1718035200000,low,0,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,0.8004,False,06-11,0.8056,0.8804
470976,SZ399812,养老产业,3,19.8755,1.8085,0.224,0.0152,0.091,0.0249,1718035200000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1401984000000,1718100798198,1718100798198,0.6877,False,06-11,0.776,0.9848
470970,SH000827,中证环保,3,20.6591,2.2026,0.156,0.1452,0.1066,0.0207,1718035200000,low,0,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,1.2649,False,06-11,0.844,0.8548
470988,CSIH11136,中国互联,3,20.7036,2.5124,0.0596,0.1028,0.1214,0.0099,1718035200000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1393948800000,1718100798198,1718100798198,,False,06-11,0.9404,0.8972
471005,CSIH30533,中概互联50,3,20.7764,2.5056,0.0636,0.1223,0.1206,0.0095,1718035200000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1718100798198,1718100798198,,False,06-11,0.9364,0.8777
