id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pb_over_history,pe_over_history
438714,SZ399986,中证银行,3,4.7541,0.5676,0.0771,0.0,0.1194,0.0385,1657728000000,low,0,https://danjuanapp.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1373817600000,1657793927504,1657793927504,0.4783,True,07-14,1.0,0.9229
438764,SH000015,上证红利,2,5.0483,0.6186,0.0,0.0208,0.1225,0.0541,1657728000000,low,0,,0.05,1333036800000,1657793927504,1657793927504,0.5926,False,07-14,0.9792,1.0
438736,CSIH30269,红利低波,2,5.0869,0.6179,0.0038,0.011,0.1215,0.048,1657728000000,low,0,https://danjuanapp.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1387382400000,1657793927504,1657793927504,0.5427,False,07-14,0.989,0.9962
438742,SPACEVCP,标普价值,2,5.2452,0.5304,0.0098,0.003,0.1011,0.058,1657728000000,low,0,https://danjuanapp.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1354204800000,1657793927504,1657793927504,1.217,False,07-14,0.997,0.9902
438737,CSPSADRP,标普红利,2,5.4408,0.6438,0.046,0.0092,0.1183,0.0527,1657728000000,low,0,https://danjuanapp.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657793927504,1657793927504,0.5721,False,07-14,0.9908,0.954
438713,SH000922,中证红利,2,5.6694,0.6755,0.0012,0.0032,0.1191,0.0526,1657728000000,low,0,https://danjuanapp.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1333641600000,1657793927504,1657793927504,0.5733,False,07-14,0.9968,0.9988
438754,CSI931157,红利成长LV,2,5.7378,0.6779,0.05,0.0352,0.1181,0.0456,1657728000000,low,0,https://danjuanapp.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1333555200000,1657793927504,1657793927504,0.5141,False,07-14,0.9648,0.95
438760,CSI930740,300红利LV,2,6.1123,0.7174,0.036,0.0088,0.1174,0.0405,1657728000000,low,0,https://danjuanapp.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1332432000000,1657793927504,1657793927504,0.6142,False,07-14,0.9912,0.964
438744,SH000919,300价值,2,6.7514,0.8029,0.092,0.0124,0.1189,0.0432,1657728000000,low,0,https://danjuanapp.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1333641600000,1657793927504,1657793927504,0.6297,False,07-14,0.9876,0.908
438729,SH000925,基本面50,2,7.513,0.8926,0.15,0.0136,0.1188,0.039,1657728000000,low,0,https://danjuanapp.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1333641600000,1657793927504,1657793927504,0.7169,False,07-14,0.9864,0.85
438741,CSI930949,神奇公式,2,7.8134,2.4309,0.038,0.7456,0.3111,0.041,1657728000000,low,0,https://danjuanapp.com/funding/006255?channel=1800100001&source=guzhi__web_20171001,0.05,1333641600000,1657793927504,1657793927504,0.4855,False,07-14,0.2544,0.962
438732,HSFML25,香港大盘,1,8.1201,0.9074,0.1848,0.04,0.1117,0.0356,1657728000000,low,0,https://danjuanapp.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1333641600000,1657793927504,1657793927504,0.9241,False,07-14,0.96,0.8152
438725,HKHSI,恒生指数,1,9.3567,0.93,0.2572,0.036,0.0994,0.0336,1657728000000,low,0,https://danjuanapp.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1333641600000,1657793927504,1657793927504,1.2858,False,07-14,0.964,0.7428
438738,SPHCMSHP,香港中小,1,9.6247,0.9064,0.054,0.0205,0.0942,0.036,1657728000000,low,0,https://danjuanapp.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1657793927504,1657793927504,,False,07-14,0.9795,0.946
438755,GDAXI,德国DAX,1,11.4197,1.4278,0.0005,0.0323,0.125,0.0361,1657728000000,low,0,https://danjuanapp.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1388592000000,1657793927504,1657793927504,,False,07-14,0.9677,0.9995
