id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,pb_over_history,pe_over_history,date,peg
503014,SZ399393,国证地产,3,0.0,0.8351,0.0,0.1624,0.0,0.0113,1772553600000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620323481,1772620323481,True,5,0.8376,1.0,03-04,
502988,SZ399812,养老产业,3,11.8974,1.966,0.0,0.1184,0.1652,0.0232,1772553600000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620321543,1772620321543,False,5,0.8816,1.0,03-04,0.7614
502986,SZ399975,证券公司,3,15.835,1.3701,0.0968,0.2764,0.0865,0.0167,1772553600000,low,0,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620321382,1772620321382,True,5,0.7236,0.9032,03-04,0.5755
503007,CSIH30533,中概互联50,3,16.2828,2.4291,0.0112,0.1012,0.1492,0.0105,1772553600000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620322979,1772620322979,False,5,0.8988,0.9888,03-04,
502963,CSIH11136,中国互联,3,16.9321,2.4874,0.0612,0.13,0.1469,0.0096,1772467200000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1447776000000,1772587921441,1772587921441,False,5,0.87,0.9388,03-03,
502983,SZ399997,中证白酒,3,17.7603,4.7157,0.0072,0.118,0.2655,0.04,1772553600000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620321120,1772620321120,False,5,0.882,0.9928,03-04,
503022,CSIH30094,消费红利,2,17.8824,4.0742,0.0092,0.1316,0.2278,0.0407,1772553600000,low,0,,0.05,1447776000000,1772620324040,1772620324040,False,5,0.8684,0.9908,03-04,13.7037
502999,SH000932,主要消费,3,18.9154,3.9005,0.0144,0.114,0.2062,0.0363,1772553600000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620322389,1772620322389,False,5,0.886,0.9856,03-04,4.3747
502987,SZ399396,国证食品,3,19.8908,4.0492,0.02,0.0444,0.2036,0.0373,1772553600000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620321472,1772620321472,False,5,0.9556,0.98,03-04,7.1252
502990,SH000991,全指医药,3,30.299,2.9861,0.2476,0.05,0.0986,0.017,1772553600000,low,0,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620321718,1772620321718,False,5,0.95,0.7524,03-04,1.7585
503005,SH000978,医药100,3,30.3596,3.0413,0.2848,0.0552,0.1002,0.0166,1772553600000,low,0,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620322840,1772620322840,False,5,0.9448,0.7152,03-04,1.8506
503016,SZ399989,中证医疗,3,31.3314,3.3416,0.2416,0.0516,0.1067,0.0153,1772553600000,low,0,,0.05,1447862400000,1772620323654,1772620323654,False,5,0.9484,0.7584,03-04,1.531
502993,SZ399550,央视50,2,9.6423,1.0089,0.674,0.1688,0.1046,0.0437,1772553600000,mid,1,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1447776000000,1772620321942,1772620321942,False,5,0.8312,0.326,03-04,2.0911
503023,HKHSTECH,恒生科技,3,20.0856,2.6404,0.081,0.391,0.1315,0.0116,1772553600000,mid,1,,0.05,1595779200000,1772620324130,1772620324130,False,5,0.609,0.919,03-04,
503001,SZ399701,基本面60,2,21.0821,2.0148,0.6688,0.2264,0.0956,0.0265,1772553600000,mid,1,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620322536,1772620322536,False,5,0.7736,0.3312,03-04,1.0728
502989,SH000989,全指可选,3,21.8931,2.3898,0.254,0.3208,0.1092,0.0255,1772553600000,mid,1,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620321637,1772620321637,False,5,0.6792,0.746,03-04,1.2741
502981,SZ399986,中证银行,3,6.6426,0.65,0.7288,0.3132,0.0979,0.047,1772553600000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1447862400000,1772620320959,1772620320959,True,5,0.6868,0.2712,03-04,4.0235
