id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,pb_over_history,pe_over_history,date,peg
486133,SZ399701,基本面60,2,19.3601,1.8685,0.5068,0.0864,0.0965,0.0311,1746460800000,mid,1,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114865,1746526114865,False,0.9136,0.4932,05-06,0.6341
486134,SZ399702,基本面120,2,20.3469,1.8257,0.478,0.1052,0.0897,0.0293,1746460800000,mid,1,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114865,1746526114865,False,0.8948,0.522,05-06,0.6086
486136,SZ399001,深证成指,1,24.8037,2.1028,0.3604,0.1072,0.0848,0.0216,1746460800000,mid,1,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114867,1746526114867,False,0.8928,0.6396,05-06,0.6333
486094,SH000905,中证500,1,28.7599,1.7704,0.6404,0.2716,0.0616,0.0183,1746460800000,mid,1,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114846,1746526114846,False,0.7284,0.3596,05-06,0.7467
486101,SH000827,中证环保,3,31.0461,2.079,0.6224,0.0736,0.067,0.0239,1746460800000,mid,1,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114848,1746526114848,False,0.9264,0.3776,05-06,0.4089
486137,SH000978,医药100,3,33.2268,3.0486,0.398,0.0536,0.0918,0.0197,1746460800000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114868,1746526114868,False,0.9464,0.602,05-06,1.1345
486109,SH000991,全指医药,3,33.6775,3.048,0.3928,0.0704,0.0905,0.0194,1746460800000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114852,1746526114852,False,0.9296,0.6072,05-06,1.1333
486146,SZ399971,中证传媒,3,36.9021,2.2034,0.5356,0.2316,0.0597,0.0221,1746460800000,mid,1,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114900,1746526114900,False,0.7684,0.4644,05-06,0.7425
486097,SH000852,中证1000,1,40.9806,2.0581,0.6056,0.1544,0.0502,0.0146,1746460800000,mid,1,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114847,1746526114847,False,0.8456,0.3944,05-06,0.78
486144,CSI931087,科技龙头,3,42.1791,4.2454,0.6516,0.2347,0.1007,0.0101,1746460800000,mid,1,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1746526114898,1746526114898,False,0.7653,0.3484,05-06,1.0411
486100,SZ399986,中证银行,3,6.415,0.6478,0.6212,0.3028,0.101,0.0671,1746460800000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114848,1746526114848,True,0.6972,0.3788,05-06,2.8213
486130,SPACEVCP,标普价值,2,6.4297,0.6502,0.532,0.4876,0.1011,0.0473,1746460800000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114863,1746526114863,False,0.5124,0.468,05-06,1.4918
486125,CSPSADRP,标普红利,2,7.0626,0.74,0.5384,0.3008,0.1048,0.0668,1746460800000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1421683200000,1746526114860,1746526114860,False,0.6992,0.4616,05-06,3.2262
486152,SH000015,上证红利,2,7.144,0.7141,0.508,0.3476,0.1,0.0691,1746460800000,high,2,,0.05,1421596800000,1746526114905,1746526114905,False,0.6524,0.492,05-06,5.6381
486142,CSI931157,红利成长LV,2,7.5136,0.7214,0.5667,0.3224,0.096,0.0662,1746460800000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1746526114872,1746526114872,True,0.6776,0.4333,05-06,1.719
486123,CSIH30269,红利低波,2,7.5227,0.7776,0.6952,0.4252,0.1034,0.066,1746460800000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114859,1746526114859,False,0.5748,0.3048,05-06,2.7496
486148,CSI930740,300红利LV,2,8.6442,0.8631,0.7208,0.3796,0.0998,0.0562,1746460800000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1420992000000,1746526114902,1746526114902,False,0.6204,0.2792,05-06,2.3474
486112,HKHSCEI,国企指数,1,9.3456,0.9666,0.7616,0.5728,0.1034,0.0375,1746460800000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114854,1746526114854,False,0.4272,0.2384,05-06,1.6232
486118,HSFML25,香港大盘,1,9.4217,0.963,0.642,0.3316,0.1022,0.038,1746460800000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114857,1746526114857,False,0.6684,0.358,05-06,1.0723
486116,SZ399550,央视50,2,9.6844,1.0092,0.7344,0.1688,0.1042,0.0477,1746460800000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1421683200000,1746526114856,1746526114856,False,0.8312,0.2656,05-06,1.6102
486111,HKHSI,恒生指数,1,10.1622,1.055,0.532,0.466,0.1038,0.0399,1746460800000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114853,1746526114853,False,0.534,0.468,05-06,1.3965
486103,SZ399998,中证煤炭,3,12.6081,1.3458,0.6543,0.5444,0.1067,0.0671,1746460800000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1423756800000,1746526114849,1746526114849,True,0.4556,0.3457,05-06,
486141,CSI931142,东证竞争,2,14.052,1.9946,0.5736,0.3784,0.1419,0.0343,1746460800000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114871,1746526114871,False,0.6216,0.4264,05-06,1.2917
486117,SH000903,中证100,1,14.6215,1.5314,0.9304,0.6108,0.1047,0.0329,1746460800000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114856,1746526114856,False,0.3892,0.0696,05-06,1.2286
486140,SPCQVCP,标普质量,2,15.6419,2.777,0.4412,0.3848,0.1694,0.0208,1746460800000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114870,1746526114870,False,0.6152,0.5588,05-06,1.8252
486127,SPHCMSHP,香港中小,1,15.9367,1.1034,0.7941,0.3492,0.0692,0.0367,1746460800000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1746526114861,1746526114861,False,0.6508,0.2059,05-06,
486143,GDAXI,德国DAX,1,18.0226,1.9615,0.5452,0.9728,0.1088,0.0247,1746460800000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1421683200000,1746526114897,1746526114897,False,0.0272,0.4548,05-06,
486121,CSI930782,500低波,2,21.2421,1.4162,0.6169,0.4111,0.0667,0.0231,1746460800000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1746526114859,1746526114859,False,0.5889,0.3831,05-06,0.9326
486155,HKHSSCNE,新经济,2,23.7439,3.3301,0.4648,0.7871,0.1403,0.0082,1746460800000,high,2,,0.05,1542729600000,1746526114908,1746526114908,False,0.2129,0.5352,05-06,
486113,SP500,标普500,1,25.3118,4.7319,0.7116,0.8996,0.1869,0.0132,1746460800000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1420992000000,1746526114854,1746526114854,False,0.1004,0.2884,05-06,1.6644
486138,SZ399417,新能源车,3,26.256,3.262,0.3772,0.422,0.1242,0.017,1746460800000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114868,1746526114868,True,0.578,0.6228,05-06,0.5354
486114,NDX,纳指100,1,30.968,8.2527,0.63,0.746,0.2665,0.0063,1746460800000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1421683200000,1746526114855,1746526114855,False,0.254,0.37,05-06,1.5369
486128,935600,MSCI印度,1,40.702,5.4861,0.952,0.952,0.1348,0.0094,1746460800000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1456502400000,1746526114861,1746526114861,False,0.048,0.048,05-06,
486151,CSI930652,中证电子,3,45.7143,3.6539,0.6447,0.5297,0.0799,0.0091,1746460800000,high,2,,0.05,1433433600000,1746526114904,1746526114904,False,0.4703,0.3553,05-06,0.7748
486110,SH000993,全指信息,3,55.5022,3.8158,0.546,0.3936,0.0688,0.0081,1746460800000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114852,1746526114852,False,0.6064,0.454,05-06,0.7833
486104,SZ399967,中证军工,3,92.4749,2.9668,0.724,0.3756,0.0321,0.0064,1746460800000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1746526114850,1746526114850,True,0.6244,0.276,05-06,0.8135
486154,SH000688,科创50,1,150.3512,4.6604,0.9992,0.4447,0.031,0.0065,1746460800000,high,2,,0.05,1577721600000,1746526114907,1746526114907,False,0.5553,0.0008,05-06,0.956
486157,HKHSTECH,恒生科技,3,21.8169,2.9818,0.185,0.6214,0.1367,0.0083,1746460800000,unsort,99,,0.05,1595779200000,1746526114910,1746526114910,False,0.3786,0.815,05-06,
