id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,source,date,pb_over_history,pe_over_history
507867,SH000989,全指可选,3,23.6015,2.3234,0.4004,0.2972,0.0984,0.0254,1778428800000,mid,1,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521814,1778495521814,0.7898,False,5,05-11,0.7028,0.5996
507868,SH000991,全指医药,3,33.3577,3.017,0.4056,0.0668,0.0904,0.0165,1778428800000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521890,1778495521890,1.0936,False,5,05-11,0.9332,0.5944
507883,SH000978,医药100,3,33.8626,3.0765,0.4664,0.072,0.0909,0.0162,1778428800000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523323,1778495523323,1.1032,False,5,05-11,0.928,0.5336
507859,SZ399986,中证银行,3,6.8356,0.647,0.804,0.3028,0.0947,0.0414,1778428800000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521128,1778495521128,2.1645,True,5,05-11,0.6972,0.196
507849,SPACEVCP,标普价值,2,7.7159,0.85,0.7776,0.7716,0.1102,0.0403,1778428800000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778495520168,1778495520168,1.7902,False,5,05-11,0.2284,0.2224
507887,CSI931157,红利成长LV,2,8.2503,0.8866,0.7063,0.6372,0.1075,0.0443,1778428800000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1778495523683,1778495523683,1.0499,False,5,05-11,0.3628,0.2937
507875,CSIH30269,红利低波,2,8.375,0.8397,0.7664,0.5352,0.1003,0.0416,1778428800000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495522563,1778495522563,1.9009,False,5,05-11,0.4648,0.2336
507858,SH000922,中证红利,2,8.5925,0.8234,0.7988,0.4292,0.0958,0.0448,1778428800000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521024,1778495521024,1.4599,False,5,05-11,0.5708,0.2012
507897,SH000015,上证红利,2,8.7088,0.8211,0.9452,0.5672,0.0943,0.0428,1778428800000,high,2,,0.05,1453132800000,1778495524576,1778495524576,1.5476,False,5,05-11,0.4328,0.0548
507893,CSI930740,300红利LV,2,9.1076,0.9035,0.8184,0.4904,0.0992,0.0428,1778428800000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1778495524183,1778495524183,1.9657,False,5,05-11,0.5096,0.1816
507878,SH000919,300价值,2,9.1876,0.8993,0.7816,0.3348,0.0979,0.0393,1778428800000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495522892,1778495522892,1.4572,False,5,05-11,0.6652,0.2184
507889,CSPSADRP,标普红利,2,9.4984,0.9725,0.9796,0.6432,0.1024,0.0457,1778428800000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778495523804,1778495523804,1.833,False,5,05-11,0.3568,0.0204
507838,HSFML25,香港大盘,1,10.1514,1.0198,0.7508,0.5,0.1005,0.0264,1778169600000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778290320737,1778290320737,1.1553,False,5,05-08,0.5,0.2492
507871,SZ399550,央视50,2,10.1681,1.0011,0.812,0.1532,0.0985,0.0396,1778428800000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778495522187,1778495522187,1.3603,False,5,05-11,0.8468,0.188
507870,SH000925,基本面50,2,10.2908,0.9878,0.8628,0.3596,0.096,0.0378,1778428800000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495522084,1778495522084,1.1786,False,5,05-11,0.6404,0.1372
507854,SH000170,50AH优选,1,10.4579,1.2,0.7716,0.7572,0.1147,0.0308,1778428800000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520701,1778495520701,1.8617,False,5,05-11,0.2428,0.2284
507837,HKHSCEI,国企指数,1,10.5015,1.0214,0.8548,0.6716,0.0973,0.0259,1778169600000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778290320656,1778290320656,1.8241,False,5,05-08,0.3284,0.1452
507851,SH000016,上证50,1,11.6228,1.2211,0.8288,0.4484,0.1051,0.0315,1778428800000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520415,1778495520415,1.601,False,5,05-11,0.5516,0.1712
507881,SH000010,上证180,1,12.3371,1.2281,0.8584,0.412,0.0995,0.0284,1778428800000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523155,1778495523155,1.2715,False,5,05-11,0.588,0.1416
507836,HKHSI,恒生指数,1,12.5481,1.249,0.8456,0.866,0.0995,0.0292,1778169600000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778290320509,1778290320509,1.7244,False,5,05-08,0.134,0.1544
507852,SH000300,沪深300,1,14.8549,1.4756,0.9376,0.5712,0.0993,0.0248,1778428800000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520516,1778495520516,0.9941,False,5,05-11,0.4288,0.0624
507895,CSI716567,MSCI中国,1,15.5516,1.5315,0.8872,0.6694,0.0985,0.0233,1778428800000,high,2,,0.05,1508688000000,1778495524338,1778495524338,0.9042,False,5,05-11,0.3306,0.1128
507850,SPCQVCP,标普质量,2,15.6419,2.777,0.4144,0.3848,0.1775,0.0208,1778428800000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520272,1778495520272,1.8252,False,5,05-11,0.6152,0.5856
507873,SZ399324,深证红利,2,16.9019,2.3682,0.7448,0.6696,0.1401,0.0419,1778428800000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495522396,1778495522396,0.7613,False,5,05-11,0.3304,0.2552
507903,GDAXI,德国DAX,1,17.5493,1.5648,0.4916,0.356,0.0892,0.0011,1778428800000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778495525028,1778495525028,,False,5,05-11,0.644,0.5084
507872,SH000903,中证100,1,18.7339,1.8857,0.9996,0.9728,0.1007,0.0255,1778428800000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495522264,1778495522264,0.9346,False,5,05-11,0.0272,0.0004
507886,CSI931142,东证竞争,2,18.7974,3.1494,0.95,0.9344,0.1675,0.0226,1778428800000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523588,1778495523588,0.8534,False,5,05-11,0.0656,0.05
507862,SZ399998,中证煤炭,3,21.6491,1.7294,0.8728,0.9452,0.0799,0.0477,1778428800000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1450022400000,1778495521394,1778495521394,0.8929,True,5,05-11,0.0548,0.1272
507874,CSI930782,500低波,2,22.1085,1.7881,0.6735,0.7514,0.0809,0.0214,1778428800000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1778495522489,1778495522489,0.8741,False,5,05-11,0.2486,0.3265
507901,HKHSTECH,恒生科技,3,22.7298,2.6232,0.3039,0.3894,0.1154,0.0113,1778428800000,high,2,,0.05,1595779200000,1778495524892,1778495524892,,False,5,05-11,0.6106,0.6961
507841,SPHCMSHP,香港中小,1,22.8684,1.5445,0.9916,0.7963,0.0675,0.0213,1778169600000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1778290321217,1778290321217,,False,5,05-08,0.2037,0.0084
507876,SZ399317,国证A指,1,24.0176,1.9324,0.9996,0.7476,0.0805,0.0166,1778428800000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495522643,1778495522643,1.0042,False,5,05-11,0.2524,0.0004
507844,HKHSSCNE,新经济,2,25.4158,2.9787,0.599,0.5564,0.1172,0.0108,1778169600000,high,2,,0.05,1542729600000,1778290321679,1778290321679,,False,5,05-08,0.4436,0.401
507880,SZ399702,基本面120,2,27.404,2.2427,0.9968,0.6004,0.0818,0.0226,1778428800000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523062,1778495523062,0.4798,False,5,05-11,0.3996,0.0032
507879,SZ399701,基本面60,2,28.2633,2.1369,0.9984,0.4704,0.0756,0.0252,1778428800000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495522973,1778495522973,0.4729,False,5,05-11,0.5296,0.0016
507845,SP500,标普500,1,29.166,5.751,0.8644,0.9996,0.1972,0.0102,1778169600000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1453132800000,1778463120216,1778463120216,1.9178,False,5,05-08,0.0004,0.1356
507855,SZ399330,深证100,1,31.8551,3.1969,0.976,0.7468,0.1004,0.0176,1778428800000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520775,1778495520775,0.6017,False,5,05-11,0.2532,0.024
507884,SZ399417,新能源车,3,32.3668,4.2303,0.5252,0.7176,0.1307,0.0115,1778428800000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523415,1778495523415,0.6354,True,5,05-11,0.2824,0.4748
507902,935600,MSCI印度,1,35.6894,4.8106,0.7876,0.7876,0.1348,0.0096,1778428800000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1477670400000,1778495524949,1778495524949,,False,5,05-11,0.2124,0.2124
507846,NDX,纳指100,1,36.6012,10.4925,0.8788,0.9984,0.2867,0.0042,1778169600000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1453132800000,1778463120323,1778463120323,1.8165,False,5,05-08,0.0016,0.1212
507882,SZ399001,深证成指,1,37.5068,3.0887,0.9996,0.7092,0.0824,0.0138,1778428800000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523230,1778495523230,0.5935,False,5,05-11,0.2908,0.0004
507853,SH000905,中证500,1,38.4888,2.66,0.8768,0.8392,0.0691,0.0123,1778428800000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520609,1778495520609,0.8295,False,5,05-11,0.1608,0.1232
507860,SH000827,中证环保,3,38.7203,3.0522,0.9036,0.758,0.0788,0.0143,1778428800000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521215,1778495521215,0.6297,False,5,05-11,0.242,0.0964
507891,SZ399971,中证传媒,3,44.5997,2.5276,0.7224,0.4432,0.0567,0.0174,1778428800000,high,2,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523975,1778495523975,1.0753,False,5,05-11,0.5568,0.2776
507857,SZ399006,创业板,1,47.5204,6.1777,0.5912,0.7408,0.13,0.009,1778428800000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520943,1778495520943,0.7308,False,5,05-11,0.2592,0.4088
507890,SZ399610,TMT50,3,50.777,6.5067,0.9304,0.9956,0.1281,0.0065,1778428800000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1488902400000,1778495523901,1778495523901,0.695,False,5,05-11,0.0044,0.0696
507888,CSI931087,科技龙头,3,54.3481,7.0527,0.8961,0.9301,0.1298,0.005,1778428800000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1778495523742,1778495523742,0.985,False,5,05-11,0.0699,0.1039
507898,CSI931079,5G通讯,3,56.7492,8.004,0.9977,0.9994,0.141,0.0056,1778428800000,high,2,,0.05,1556553600000,1778495524660,1778495524660,0.627,False,5,05-11,0.0006,0.0023
507856,SH000852,中证1000,1,56.9528,2.8832,0.8724,0.744,0.0506,0.0092,1778428800000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520853,1778495520853,0.9246,False,5,05-11,0.256,0.1276
507896,CSI930652,中证电子,3,62.6265,6.6944,0.9652,0.9996,0.1069,0.0057,1778428800000,high,2,,0.05,1453219200000,1778495524472,1778495524472,0.9206,False,5,05-11,0.0004,0.0348
507869,SH000993,全指信息,3,69.5394,6.6014,0.8444,0.9996,0.0949,0.0055,1778428800000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521979,1778495521979,0.9634,False,5,05-11,0.0004,0.1556
507863,SZ399967,中证军工,3,84.9103,4.1649,0.718,0.9188,0.0491,0.0039,1778428800000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521475,1778495521475,1.1774,True,5,05-11,0.0812,0.282
507899,SH000688,科创50,1,162.584,7.5846,0.935,0.9252,0.0467,0.0028,1778428800000,high,2,,0.05,1577721600000,1778495524746,1778495524746,0.8517,False,5,05-11,0.0748,0.065
