id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,pb_over_history,pe_over_history,date
479334,SZ399393,国证地产,3,0.0,0.8143,0.0,0.0984,0.0,0.018,1732204800000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,0.8143,True,0.9016,1.0,11-22
479308,HSFML25,香港大盘,1,7.7849,0.8027,0.172,0.0904,0.1031,0.0381,1732204800000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,0.886,False,0.9096,0.828,11-22
479302,HKHSCEI,国企指数,1,7.808,0.8153,0.26,0.1632,0.1044,0.0366,1732204800000,low,0,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,1.3562,False,0.8368,0.74,11-22
479285,SH000170,50AH优选,1,8.5106,0.9311,0.1406,0.0717,0.1094,0.0399,1732204800000,low,0,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1732269714233,1732269714233,2.9789,False,0.9283,0.8594,11-22
479301,HKHSI,恒生指数,1,8.7446,0.9028,0.1228,0.1244,0.1032,0.042,1732204800000,low,0,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,1.2017,False,0.8756,0.8772,11-22
479297,SZ399812,养老产业,3,14.2195,1.988,0.0,0.092,0.1398,0.0244,1732204800000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,0.4426,False,0.908,1.0,11-22
479309,CSIH11136,中国互联,3,17.1293,2.4709,0.0336,0.1136,0.1442,0.013,1732204800000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,,False,0.8864,0.9664,11-22
479326,CSIH30533,中概互联50,3,17.7093,2.5267,0.039,0.1591,0.1427,0.0122,1732204800000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1732269714233,1732269714233,,False,0.8409,0.961,11-22
479292,SZ399997,中证白酒,3,20.1634,5.5892,0.1224,0.2846,0.2772,0.0323,1732204800000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1732269714233,1732269714233,1.694,False,0.7154,0.8776,11-22
479296,SZ399396,国证食品,3,21.3735,4.6623,0.064,0.266,0.2181,0.0306,1732204800000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,1.9418,False,0.734,0.936,11-22
479318,SH000932,主要消费,3,21.5201,4.4513,0.0368,0.296,0.2068,0.0284,1732204800000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,0.8354,False,0.704,0.9632,11-22
479333,SZ399971,中证传媒,3,29.0962,2.1041,0.2192,0.18,0.0723,0.0227,1732204800000,low,0,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,6.8691,False,0.82,0.7808,11-22
479336,SZ399989,中证医疗,3,31.8447,3.5463,0.2229,0.0429,0.1114,0.0194,1732204800000,low,0,,0.05,1414684800000,1732269714233,1732269714233,1.9626,False,0.9571,0.7771,11-22
479288,SZ399006,创业板,1,33.455,4.0126,0.1832,0.1632,0.1199,0.0133,1732204800000,low,0,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,1.1165,False,0.8368,0.8168,11-22
479290,SZ399986,中证银行,3,5.7711,0.5988,0.3488,0.2184,0.1038,0.0521,1732204800000,mid,1,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,3.1432,True,0.7816,0.6512,11-22
479312,CSIH30269,红利低波,2,6.6231,0.6813,0.454,0.2712,0.1029,0.0535,1732204800000,mid,1,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,3.6388,False,0.7288,0.546,11-22
479313,CSPSADRP,标普红利,2,6.6599,0.7133,0.4232,0.258,0.1071,0.0563,1732204800000,mid,1,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1407772800000,1732269714233,1732269714233,9.9365,False,0.742,0.5768,11-22
479339,SH000015,上证红利,2,6.8338,0.6859,0.4392,0.2908,0.1004,0.0535,1732204800000,mid,1,,0.05,1407686400000,1732269714233,1732269714233,10.1654,False,0.7092,0.5608,11-22
479289,SH000922,中证红利,2,7.3156,0.7252,0.4056,0.2176,0.0991,0.0516,1732204800000,mid,1,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,4.1344,False,0.7824,0.5944,11-22
479335,CSI930740,300红利LV,2,7.5465,0.8001,0.4344,0.2204,0.106,0.045,1732204800000,mid,1,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1407081600000,1732269714233,1732269714233,1.7737,False,0.7796,0.5656,11-22
479319,SH000919,300价值,2,8.3659,0.8805,0.4792,0.2868,0.1052,0.0445,1732204800000,mid,1,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,1.6001,False,0.7132,0.5208,11-22
479305,SH000925,基本面50,2,8.6695,0.9268,0.3956,0.2336,0.1069,0.0428,1732204800000,mid,1,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1407859200000,1732269714233,1732269714233,1.4723,False,0.7664,0.6044,11-22
