id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pe_over_history,pb_over_history
447234,SZ399986,中证银行,3,4.3747,0.5156,0.0096,0.0088,0.1179,0.0597,1669219200000,low,0,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1373817600000,1669285647271,1669285647271,0.5042,True,11-24,0.9904,0.9912
447256,CSIH30269,红利低波,2,4.8059,0.5679,0.0092,0.0078,0.1182,0.0639,1669219200000,low,0,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1387382400000,1669285647271,1669285647271,0.6089,False,11-24,0.9908,0.9922
447284,SH000015,上证红利,2,4.8722,0.5771,0.0084,0.0068,0.1184,0.0709,1669219200000,low,0,,0.05,1344528000000,1669285647271,1669285647271,0.686,False,11-24,0.9916,0.9932
447262,SPACEVCP,标普价值,2,4.9661,0.5022,0.021,0.0206,0.1011,0.0613,1669219200000,low,0,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1354204800000,1669285647271,1669285647271,1.1522,False,11-24,0.979,0.9794
447274,CSI931157,红利成长LV,2,5.1458,0.6226,0.0192,0.02,0.121,0.0537,1669219200000,low,0,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1344787200000,1669285647271,1669285647271,0.5324,False,11-24,0.9808,0.98
447257,CSPSADRP,标普红利,2,5.2172,0.6149,0.0256,0.0072,0.1179,0.0694,1669219200000,low,0,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1344787200000,1669285647271,1669285647271,0.7243,False,11-24,0.9744,0.9928
447233,SH000922,中证红利,2,5.4666,0.6243,0.0104,0.0076,0.1142,0.0644,1669219200000,low,0,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1344873600000,1669285647271,1669285647271,0.697,False,11-24,0.9896,0.9924
447280,CSI930740,300红利LV,2,5.8533,0.6663,0.016,0.0088,0.1138,0.0539,1669219200000,low,0,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1343923200000,1669285647271,1669285647271,0.7743,False,11-24,0.984,0.9912
447261,CSI930949,神奇公式,2,6.3802,1.4183,0.0136,0.028,0.2223,0.0417,1669219200000,low,0,https://danjuanfunds.com/funding/006255?channel=1800100001&source=guzhi__web_20171001,0.05,1344873600000,1669285647271,1669285647271,0.2334,False,11-24,0.9864,0.972
447264,SH000919,300价值,2,6.42,0.7459,0.0676,0.0088,0.1162,0.0529,1669219200000,low,0,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1344873600000,1669285647271,1669285647271,0.7752,False,11-24,0.9324,0.9912
447249,SH000925,基本面50,2,6.8545,0.8003,0.1068,0.0084,0.1168,0.05,1669219200000,low,0,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1344873600000,1669285647271,1669285647271,0.7872,False,11-24,0.8932,0.9916
447252,HSFML25,香港大盘,1,7.4245,0.8492,0.046,0.0156,0.1144,0.0445,1669219200000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1344873600000,1669285647271,1669285647271,0.845,False,11-24,0.954,0.9844
447250,SZ399550,央视50,2,7.45,0.9344,0.1652,0.0064,0.1254,0.042,1669219200000,low,0,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1344787200000,1669285647271,1669285647271,0.8174,False,11-24,0.8348,0.9936
447246,HKHSCEI,国企指数,1,7.8313,0.7841,0.2904,0.0368,0.1001,0.0382,1669219200000,low,0,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1344873600000,1669285647271,1669285647271,1.3602,False,11-24,0.7096,0.9632
