id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,date,pb_over_history,pe_over_history,peg
512057,935600,MSCI印度,1,34.897,4.7036,0.7676,0.7676,0.1348,0.0099,1783526400000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1481299200000,1783593124760,1783593124760,False,5,07-09,0.2324,0.2324,
512074,CSI716567,MSCI中国,1,15.7096,1.5812,0.8984,0.744,0.1007,0.0235,1783526400000,high,2,,0.05,1508688000000,1783611121821,1783611121821,False,5,07-09,0.256,0.1016,0.8554
512051,CSI930652,中证电子,3,83.6234,8.8619,0.9988,0.9984,0.106,0.0045,1783526400000,high,2,,0.05,1458835200000,1783593124229,1783593124229,False,5,07-09,0.0016,0.0012,1.1128
512048,CSI930740,300红利LV,2,8.4291,0.8139,0.626,0.258,0.0966,0.048,1783526400000,mid,1,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1458144000000,1783593124010,1783593124010,False,5,07-09,0.742,0.374,2.7557
512066,CSI930782,500低波,2,20.9523,1.7036,0.5648,0.7244,0.0813,0.0231,1783526400000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1459094400000,1783611120882,1783611120882,False,5,07-09,0.2756,0.4352,0.9894
512053,CSI931079,5G通讯,3,65.3258,9.2801,0.9914,0.9914,0.1421,0.0048,1783526400000,high,2,,0.05,1556553600000,1783593124433,1783593124433,False,5,07-09,0.0086,0.0086,0.6729
512043,CSI931087,科技龙头,3,74.1185,10.55,0.9961,0.9955,0.1423,0.0041,1783526400000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1783593123571,1783593123571,False,5,07-09,0.0045,0.0039,0.9639
512041,CSI931142,东证竞争,2,20.0469,3.0185,0.938,0.9008,0.1506,0.0236,1783526400000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1459094400000,1783593123427,1783593123427,False,5,07-09,0.0992,0.062,0.6618
512042,CSI931157,红利成长LV,2,7.5023,0.8047,0.4737,0.3656,0.1073,0.0497,1783526400000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1783593123517,1783593123517,False,5,07-09,0.6344,0.5263,1.2457
511995,CSIH11136,中国互联,3,16.5896,2.1436,0.056,0.0192,0.1292,0.011,1783440000000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1458835200000,1783560721227,1783560721227,False,5,07-08,0.9808,0.944,
512076,CSIH30094,消费红利,2,17.0982,3.2394,0.0028,0.002,0.1895,0.0458,1783526400000,low,0,,0.05,1458835200000,1783611122003,1783611122003,False,5,07-09,0.998,0.9972,1.8258
