id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pb_over_history,pe_over_history
449612,SZ399986,中证银行,3,4.6401,0.5476,0.0832,0.0397,0.118,0.0553,1673884800000,low,0,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1373817600000,1673953387935,1673953387935,0.538,True,01-17,0.9603,0.9168
449662,SH000015,上证红利,2,4.9054,0.5874,0.0204,0.018,0.1197,0.0712,1673884800000,low,0,,0.05,1349712000000,1673953387936,1673953387936,0.7035,False,01-17,0.982,0.9796
449634,CSIH30269,红利低波,2,4.9166,0.5889,0.0276,0.0262,0.1198,0.0687,1673884800000,low,0,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1387382400000,1673953387936,1673953387936,0.5733,False,01-17,0.9738,0.9724
449640,SPACEVCP,标普价值,2,5.2663,0.5326,0.0633,0.0548,0.1011,0.0578,1673884800000,low,0,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1354204800000,1673953387936,1673953387936,1.2219,False,01-17,0.9452,0.9367
449611,SH000922,中证红利,2,5.3906,0.6343,0.0156,0.0184,0.1177,0.0642,1673884800000,low,0,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1349884800000,1673953387935,1673953387935,0.7136,False,01-17,0.9816,0.9844
449635,CSPSADRP,标普红利,2,5.433,0.6405,0.0936,0.0364,0.1179,0.0662,1673884800000,low,0,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1349798400000,1673953387936,1673953387936,0.7577,False,01-17,0.9636,0.9064
449658,CSI930740,300红利LV,2,5.8018,0.6547,0.0196,0.0152,0.1128,0.0537,1673884800000,low,0,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1348502400000,1673953387936,1673953387936,0.8004,False,01-17,0.9848,0.9804
449639,CSI930949,神奇公式,2,6.4019,1.4328,0.0236,0.0444,0.2238,0.0481,1673884800000,low,0,https://danjuanfunds.com/funding/006255?channel=1800100001&source=guzhi__web_20171001,0.05,1349884800000,1673953387936,1673953387936,0.2361,False,01-17,0.9556,0.9764
449642,SH000919,300价值,2,6.7305,0.7877,0.1388,0.0464,0.117,0.0516,1673884800000,low,0,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1349884800000,1673953387936,1673953387936,0.8516,False,01-17,0.9536,0.8612
449652,CSI931157,红利成长LV,2,7.3197,0.8537,0.2168,0.1496,0.1166,0.0389,1673884800000,low,0,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1349798400000,1673953387936,1673953387936,0.8967,False,01-17,0.8504,0.7832
