id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,pb_over_history,pe_over_history,date
483182,SZ399393,国证地产,3,0.0,0.7641,0.0,0.0884,0.0,0.02,1740412800000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298851,1740477298851,0.7641,True,0.9116,1.0,02-25
483145,SZ399812,养老产业,3,13.7738,1.9534,0.0092,0.0972,0.1418,0.0253,1740412800000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298840,1740477298840,0.4254,False,0.9028,0.9908,02-25
483157,CSIH11136,中国互联,3,18.7732,3.002,0.068,0.2828,0.1599,0.0085,1740412800000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298844,1740477298844,,False,0.7172,0.932,02-25
483166,SH000932,主要消费,3,20.0899,4.5115,0.0044,0.2992,0.2246,0.0359,1740412800000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298847,1740477298847,0.8606,False,0.7008,0.9956,02-25
483144,SZ399396,国证食品,3,20.2724,4.6598,0.0288,0.2496,0.2299,0.038,1740412800000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298840,1740477298840,1.8983,False,0.7504,0.9712,02-25
483184,SZ399989,中证医疗,3,32.7651,3.6513,0.26,0.0704,0.1114,0.016,1740412800000,low,0,,0.05,1415894400000,1740477298852,1740477298852,2.2775,False,0.9296,0.74,02-25
483136,SZ399006,创业板,1,34.5624,4.2948,0.2036,0.2424,0.1243,0.0124,1740412800000,low,0,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298837,1740477298837,1.2234,False,0.7576,0.7964,02-25
483137,SH000922,中证红利,2,7.1691,0.748,0.344,0.2704,0.1043,0.0642,1740412800000,mid,1,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298838,1740477298838,2.7953,False,0.7296,0.656,02-25
483153,SH000925,基本面50,2,8.8138,0.9504,0.422,0.2712,0.1078,0.0502,1740412800000,mid,1,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298843,1740477298843,1.602,False,0.7288,0.578,02-25
483154,SZ399550,央视50,2,9.2373,1.023,0.5792,0.2032,0.1107,0.0462,1740412800000,mid,1,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1415808000000,1740477298843,1740477298843,2.2051,False,0.7968,0.4208,02-25
483170,SH000010,上证180,1,10.9326,1.174,0.5216,0.2624,0.1074,0.0384,1740412800000,mid,1,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298848,1740477298848,1.5381,False,0.7376,0.4784,02-25
483131,SH000300,沪深300,1,12.6115,1.3564,0.5292,0.2284,0.1076,0.034,1740412800000,mid,1,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298836,1740477298836,1.4642,False,0.7716,0.4708,02-25
483185,CSI716567,MSCI中国,1,12.8622,1.3679,0.602,0.2825,0.1064,0.0331,1740412800000,mid,1,,0.05,1508688000000,1740477298852,1740477298852,1.4272,False,0.7175,0.398,02-25
483158,SZ399324,深证红利,2,14.0534,2.079,0.1824,0.4176,0.1479,0.0429,1740412800000,mid,1,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298844,1740477298844,1.025,False,0.5824,0.8176,02-25
483164,SZ399317,国证A指,1,18.5121,1.6016,0.6152,0.2684,0.0865,0.0243,1740412800000,mid,1,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298846,1740477298846,1.5358,False,0.7316,0.3848,02-25
483191,CSIH30094,消费红利,2,18.895,4.6391,0.03,0.3492,0.2455,0.0419,1740412800000,mid,1,,0.05,1415808000000,1740477298854,1740477298854,1.8816,False,0.6508,0.97,02-25
483140,SZ399997,中证白酒,3,18.9603,5.7229,0.0713,0.3093,0.3018,0.0422,1740412800000,mid,1,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1740477298839,1740477298839,1.7119,False,0.6907,0.9287,02-25
483174,CSIH30533,中概互联50,3,20.1773,3.1803,0.1004,0.3094,0.1576,0.0077,1740412800000,mid,1,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1740477298849,1740477298849,,False,0.6906,0.8996,02-25
483168,SZ399701,基本面60,2,20.7403,2.0626,0.6608,0.2836,0.0994,0.0288,1740412800000,mid,1,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298847,1740477298847,1.2734,False,0.7164,0.3392,02-25
483169,SZ399702,基本面120,2,20.8476,2.0065,0.5692,0.208,0.0962,0.0271,1740412800000,mid,1,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298848,1740477298848,1.3113,False,0.792,0.4308,02-25
483146,SH000989,全指可选,3,22.0453,2.611,0.2276,0.4712,0.1184,0.0224,1740412800000,mid,1,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298841,1740477298841,1.1077,False,0.5288,0.7724,02-25
483134,SZ399330,深证100,1,22.4317,2.5275,0.4852,0.1968,0.1127,0.0238,1740412800000,mid,1,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298837,1740477298837,1.4568,False,0.8032,0.5148,02-25
483171,SZ399001,深证成指,1,25.8611,2.3265,0.462,0.194,0.09,0.0201,1740412800000,mid,1,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298848,1740477298848,1.4414,False,0.806,0.538,02-25
483139,SH000827,中证环保,3,27.9526,2.2584,0.4504,0.2276,0.0808,0.0229,1740412800000,mid,1,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298838,1740477298838,3.6528,False,0.7724,0.5496,02-25
483172,SH000978,医药100,3,31.5716,3.1467,0.3228,0.076,0.0997,0.0194,1740412800000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298848,1740477298848,1.4166,False,0.924,0.6772,02-25
483181,SZ399971,中证传媒,3,32.1126,2.3702,0.328,0.2896,0.0738,0.0212,1740412800000,mid,1,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298851,1740477298851,39.8118,False,0.7104,0.672,02-25
483147,SH000991,全指医药,3,32.2515,3.1421,0.3268,0.0988,0.0974,0.0192,1740412800000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298841,1740477298841,1.4339,False,0.9012,0.6732,02-25
483135,SH000852,中证1000,1,39.1066,2.1761,0.5228,0.2492,0.0556,0.0141,1740412800000,mid,1,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298837,1740477298837,1.3307,False,0.7508,0.4772,02-25
483138,SZ399986,中证银行,3,6.2129,0.6524,0.52,0.3108,0.105,0.0646,1740412800000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298838,1740477298838,3.2858,True,0.6892,0.48,02-25
483165,SPACEVCP,标普价值,2,6.5732,0.6647,0.5428,0.4932,0.1011,0.0463,1740412800000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298846,1740477298846,1.5251,False,0.5068,0.4572,02-25
483161,CSPSADRP,标普红利,2,6.8243,0.7505,0.4348,0.3288,0.11,0.0652,1740412800000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1415808000000,1740477298845,1740477298845,4.4805,False,0.6712,0.5652,02-25
483187,SH000015,上证红利,2,6.9106,0.7223,0.4304,0.3588,0.1045,0.0679,1740412800000,high,2,,0.05,1415721600000,1740477298853,1740477298853,9.8877,False,0.6412,0.5696,02-25
483160,CSIH30269,红利低波,2,7.3085,0.7873,0.6572,0.4496,0.1077,0.064,1740412800000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1415894400000,1740477298845,1740477298845,2.498,False,0.5504,0.3428,02-25
483177,CSI931157,红利成长LV,2,7.4484,0.7676,0.5477,0.3625,0.1031,0.06,1740412800000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1740477298850,1740477298850,0.7676,True,0.6375,0.4523,02-25
