id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,source,pb_over_history,pe_over_history,date
507972,SZ399812,养老产业,3,12.1156,1.797,0.0128,0.0396,0.1483,0.0246,1778515200000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581921701,1778581921701,1.1727,False,5,0.9604,0.9872,05-12
507970,SZ399975,证券公司,3,15.1375,1.2951,0.0664,0.1852,0.0856,0.0171,1778515200000,low,0,https://danjuanfunds.com/funding/006098?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581921551,1778581921551,1.0931,True,5,0.8148,0.9336,05-12
507991,CSIH30533,中概互联50,3,17.1163,2.3269,0.0468,0.066,0.1359,0.0105,1778515200000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581923297,1778581923297,,False,5,0.934,0.9532,05-12
507951,CSIH11136,中国互联,3,17.2418,2.3221,0.0908,0.06,0.1347,0.0111,1778428800000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778549520980,1778549520980,,False,5,0.94,0.9092,05-11
508006,CSIH30094,消费红利,2,20.3404,3.6229,0.1688,0.038,0.1781,0.0426,1778515200000,low,0,,0.05,1453305600000,1778581924530,1778581924530,1.8723,False,5,0.962,0.8312,05-12
507967,SZ399997,中证白酒,3,21.0635,4.0794,0.2236,0.0376,0.1937,0.0423,1778515200000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581921230,1778581921230,1.9111,False,5,0.9624,0.7764,05-12
507971,SZ399396,国证食品,3,22.2763,3.6585,0.192,0.0064,0.1642,0.0383,1778515200000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581921623,1778581921623,1.7654,False,5,0.9936,0.808,05-12
507983,SH000932,主要消费,3,23.0073,3.5251,0.1768,0.0224,0.1532,0.0375,1778515200000,low,0,https://danjuanfunds.com/funding/000248?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581922541,1778581922541,1.418,False,5,0.9776,0.8232,05-12
508000,SZ399989,中证医疗,3,29.7333,3.2643,0.1728,0.0416,0.1098,0.0145,1778515200000,low,0,,0.05,1453392000000,1778581924064,1778581924064,1.3753,False,5,0.9584,0.8272,05-12
507998,SZ399393,国证地产,3,0.0,0.9469,0.0,0.3456,0.0,0.011,1778515200000,mid,1,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581923885,1778581923885,,True,5,0.6544,1.0,05-12
508007,HKHSTECH,恒生科技,3,22.5413,2.6015,0.288,0.3713,0.1154,0.0114,1778515200000,mid,1,,0.05,1595779200000,1778581924604,1778581924604,,False,5,0.6287,0.712,05-12
507973,SH000989,全指可选,3,23.4277,2.3063,0.388,0.284,0.0984,0.0255,1778515200000,mid,1,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581921774,1778581921774,0.7898,False,5,0.716,0.612,05-12
507974,SH000991,全指医药,3,33.2451,3.0068,0.3996,0.062,0.0904,0.0166,1778515200000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581921848,1778581921848,1.0905,False,5,0.938,0.6004,05-12
507989,SH000978,医药100,3,33.7785,3.0688,0.4604,0.0684,0.0909,0.0163,1778515200000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581923114,1778581923114,1.1002,False,5,0.9316,0.5396,05-12
507965,SZ399986,中证银行,3,6.8364,0.6471,0.804,0.3032,0.0947,0.0415,1778515200000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581921047,1778581921047,2.1642,True,5,0.6968,0.196,05-12
507955,SPACEVCP,标普价值,2,7.739,0.8525,0.7812,0.7744,0.1102,0.0402,1778515200000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1453651200000,1778581920152,1778581920152,1.7956,False,5,0.2256,0.2188,05-12
507993,CSI931157,红利成长LV,2,8.2722,0.8896,0.7118,0.6479,0.1075,0.0444,1778515200000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1778581923476,1778581923476,1.0418,False,5,0.3521,0.2882,05-12
507981,CSIH30269,红利低波,2,8.3744,0.8397,0.766,0.5352,0.1003,0.0416,1778515200000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581922391,1778581922391,1.8916,False,5,0.4648,0.234,05-12
507964,SH000922,中证红利,2,8.5936,0.8235,0.7988,0.43,0.0958,0.0448,1778515200000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581920956,1778581920956,1.4547,False,5,0.57,0.2012,05-12
508003,SH000015,上证红利,2,8.7194,0.8221,0.9464,0.5688,0.0943,0.0427,1778515200000,high,2,,0.05,1453219200000,1778581924328,1778581924328,1.5415,False,5,0.4312,0.0536,05-12
507999,CSI930740,300红利LV,2,9.1049,0.9033,0.8176,0.4904,0.0992,0.0428,1778515200000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1778581923974,1778581923974,1.9557,False,5,0.5096,0.1824,05-12
507984,SH000919,300价值,2,9.1756,0.8981,0.7732,0.3304,0.0979,0.0394,1778515200000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581922632,1778581922632,1.4511,False,5,0.6696,0.2268,05-12
507995,CSPSADRP,标普红利,2,9.4984,0.9725,0.9792,0.6432,0.1024,0.0457,1778515200000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778581923622,1778581923622,1.8208,False,5,0.3568,0.0208,05-12
507950,HSFML25,香港大盘,1,10.1499,1.0197,0.7496,0.4996,0.1005,0.0265,1778428800000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778549520622,1778549520622,1.1551,False,5,0.5004,0.2504,05-11
507977,SZ399550,央视50,2,10.1524,0.9996,0.8064,0.152,0.0985,0.0397,1778515200000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778581922091,1778581922091,1.3569,False,5,0.848,0.1936,05-12
507976,SH000925,基本面50,2,10.2404,0.983,0.8452,0.3528,0.096,0.038,1778515200000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581922015,1778581922015,1.1736,False,5,0.6472,0.1548,05-12
507949,HKHSCEI,国企指数,1,10.4931,1.0205,0.8508,0.6688,0.0973,0.026,1778428800000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778549520529,1778549520529,1.8227,False,5,0.3312,0.1492,05-11
507960,SH000170,50AH优选,1,10.5187,1.2079,0.786,0.7752,0.1148,0.0307,1778515200000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581920639,1778581920639,1.8638,False,5,0.2248,0.214,05-12
507957,SH000016,上证50,1,11.6365,1.2225,0.8324,0.4532,0.1051,0.0314,1778515200000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581920358,1778581920358,1.6022,False,5,0.5468,0.1676,05-12
507987,SH000010,上证180,1,12.3236,1.2267,0.8548,0.4092,0.0995,0.0284,1778515200000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581922948,1778581922948,1.2692,False,5,0.5908,0.1452,05-12
507948,HKHSI,恒生指数,1,12.5642,1.2506,0.8496,0.8704,0.0995,0.0287,1778428800000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778549520422,1778549520422,1.7266,False,5,0.1296,0.1504,05-11
507958,SH000300,沪深300,1,14.8265,1.4729,0.9356,0.5564,0.0993,0.0249,1778515200000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581920462,1778581920462,0.9922,False,5,0.4436,0.0644,05-12
508001,CSI716567,MSCI中国,1,15.5191,1.5283,0.8863,0.6643,0.0985,0.0234,1778515200000,high,2,,0.05,1508688000000,1778581924181,1778581924181,0.903,False,5,0.3357,0.1137,05-12
507956,SPCQVCP,标普质量,2,15.6419,2.777,0.414,0.3848,0.1775,0.0208,1778515200000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581920258,1778581920258,1.8252,False,5,0.6152,0.586,05-12
507979,SZ399324,深证红利,2,16.7291,2.3443,0.726,0.6408,0.1401,0.0423,1778515200000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581922240,1778581922240,0.7542,False,5,0.3592,0.274,05-12
508009,GDAXI,德国DAX,1,17.5384,1.565,0.4908,0.3596,0.0892,0.0011,1778515200000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778581924771,1778581924771,,False,5,0.6404,0.5092,05-12
507978,SH000903,中证100,1,18.7077,1.8833,0.9992,0.9724,0.1007,0.0255,1778515200000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778581922164,1778581922164,0.9349,False,5,0.0276,0.0008,05-12
