id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pe_over_history,pb_over_history
470630,CSI931157,红利成长LV,2,6.6024,0.6809,0.156,0.1176,0.1031,0.0484,1717084800000,low,0,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1393171200000,1717150008223,1717150008223,0.6809,False,05-31,0.844,0.8824
470609,HSFML25,香港大盘,1,8.0528,0.8262,0.2592,0.072,0.1026,0.0383,1717084800000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,0.9165,False,05-31,0.7408,0.928
470611,SZ399324,深证红利,2,14.41,1.4821,0.238,0.0192,0.1029,0.0338,1717084800000,low,0,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,0.8625,False,05-31,0.762,0.9808
470599,SH000989,全指可选,3,18.763,2.2522,0.0912,0.2304,0.12,0.0244,1717084800000,low,0,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,0.7632,False,05-31,0.9088,0.7696
470587,SZ399330,深证100,1,19.3558,2.2804,0.2056,0.1264,0.1178,0.0225,1717084800000,low,0,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,0.8,False,05-31,0.7944,0.8736
470598,SZ399812,养老产业,3,20.1029,1.8203,0.2686,0.0173,0.0905,0.023,1717084800000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1401984000000,1717150008223,1717150008223,0.6952,False,05-31,0.7314,0.9827
470610,CSIH11136,中国互联,3,20.4491,2.4735,0.0564,0.0908,0.121,0.01,1717084800000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,,False,05-31,0.9436,0.9092
470627,CSIH30533,中概互联50,3,20.5386,2.4692,0.0607,0.1069,0.1202,0.0096,1717084800000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1717150008223,1717150008223,,False,05-31,0.9393,0.8931
470592,SH000827,中证环保,3,20.8019,2.2114,0.1628,0.1536,0.1063,0.0224,1717084800000,low,0,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,1.2587,False,05-31,0.8372,0.8464
470624,SZ399001,深证成指,1,22.07,2.0394,0.2268,0.0836,0.0924,0.0198,1717084800000,low,0,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,0.7321,False,05-31,0.7732,0.9164
470634,SZ399971,中证传媒,3,22.3276,1.8645,0.0349,0.0491,0.0835,0.021,1717084800000,low,0,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1397491200000,1717150008223,1717150008223,1.563,False,05-31,0.9651,0.9509
470585,SH000905,中证500,1,23.1374,1.6174,0.2904,0.0544,0.0699,0.0193,1717084800000,low,0,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1393257600000,1717150008223,1717150008223,0.7,False,05-31,0.7096,0.9456
