id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,pb_over_history,pe_over_history,date
479397,SZ399393,国证地产,3,0.0,0.8121,0.0,0.0976,0.0,0.0183,1732464000000,low,0,https://danjuanfunds.com/funding/160218?channel=1800100001&source=guzhi__web_20171001,0.05,1407945600000,1732528608196,1732528608196,0.8121,True,0.9024,1.0,11-25
479371,HSFML25,香港大盘,1,7.7701,0.8012,0.1656,0.0892,0.1031,0.0382,1732464000000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1407945600000,1732528608196,1732528608196,0.8843,False,0.9108,0.8344,11-25
479365,HKHSCEI,国企指数,1,7.7852,0.8129,0.2528,0.1572,0.1044,0.0367,1732464000000,low,0,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1407945600000,1732528608196,1732528608196,1.3522,False,0.8428,0.7472,11-25
479348,SH000170,50AH优选,1,8.4775,0.9275,0.129,0.0675,0.1094,0.0401,1732464000000,low,0,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1732528608196,1732528608196,2.9716,False,0.9325,0.871,11-25
479364,HKHSI,恒生指数,1,8.7119,0.8994,0.1152,0.118,0.1032,0.042,1732464000000,low,0,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1407945600000,1732528608196,1732528608196,1.1972,False,0.882,0.8848,11-25
479360,SZ399812,养老产业,3,14.1146,1.9749,0.0,0.0908,0.1399,0.0239,1732464000000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1407945600000,1732528608196,1732528608196,0.4356,False,0.9092,1.0,11-25
479372,CSIH11136,中国互联,3,16.9157,2.4401,0.0284,0.098,0.1443,0.0131,1732464000000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1407945600000,1732528608196,1732528608196,,False,0.902,0.9716,11-25
479389,CSIH30533,中概互联50,3,17.4964,2.4964,0.0386,0.1374,0.1427,0.0123,1732464000000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1732528608196,1732528608196,,False,0.8626,0.9614,11-25
479355,SZ399997,中证白酒,3,20.0788,5.5657,0.1161,0.2807,0.2772,0.0324,1732464000000,low,0,https://danjuanfunds.com/funding/161725?channel=1800100001&source=guzhi__web_20171001,0.05,1421769600000,1732528608196,1732528608196,1.6938,False,0.7193,0.8839,11-25
479359,SZ399396,国证食品,3,21.3116,4.6488,0.0616,0.262,0.2181,0.0307,1732464000000,low,0,https://danjuanfunds.com/funding/160222?channel=1800100001&source=guzhi__web_20171001,0.05,1407945600000,1732528608196,1732528608196,1.943,False,0.738,0.9384,11-25
