id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,date,pe_over_history,pb_over_history
465217,SZ399986,中证银行,3,4.7149,0.5284,0.1576,0.0328,0.1121,0.0587,1705593600000,low,0,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.1469,True,01-19,0.8424,0.9672
465245,SPACEVCP,标普价值,2,4.7811,0.4835,0.0112,0.0112,0.1011,0.0637,1705593600000,low,0,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.1093,False,01-19,0.9888,0.9888
465240,CSIH30269,红利低波,2,5.4384,0.6109,0.1839,0.0679,0.1123,0.0632,1705593600000,low,0,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1387382400000,1705659131533,1705659131533,1.3721,False,01-19,0.8161,0.9321
465257,CSI931157,红利成长LV,2,5.4583,0.5981,0.0268,0.0076,0.1096,0.0541,1705593600000,low,0,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1382284800000,1705659131533,1705659131533,0.8714,True,01-19,0.9732,0.9924
465267,SH000015,上证红利,2,5.5228,0.6154,0.2008,0.0976,0.1114,0.0654,1705593600000,low,0,,0.05,1382025600000,1705659131533,1705659131533,2.4747,False,01-19,0.7992,0.9024
465241,CSPSADRP,标普红利,2,5.5861,0.6673,0.1608,0.1372,0.1195,0.0673,1705593600000,low,0,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1382284800000,1705659131533,1705659131533,4.2129,False,01-19,0.8392,0.8628
465216,SH000922,中证红利,2,5.9115,0.6545,0.1448,0.0768,0.1107,0.0616,1705593600000,low,0,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.6304,False,01-19,0.8552,0.9232
465236,HSFML25,香港大盘,1,6.279,0.6922,0.002,0.0004,0.1102,0.0471,1705593600000,low,0,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.7146,False,01-19,0.998,0.9996
465230,HKHSCEI,国企指数,1,6.4561,0.6845,0.0256,0.0032,0.106,0.0417,1705593600000,low,0,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.1214,False,01-19,0.9744,0.9968
465247,SH000919,300价值,2,6.9922,0.7697,0.1984,0.0396,0.1101,0.0535,1705593600000,low,0,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.7557,False,01-19,0.8016,0.9604
465233,SH000925,基本面50,2,7.2538,0.7924,0.1508,0.0148,0.1092,0.0506,1705593600000,low,0,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.5825,False,01-19,0.8492,0.9852
465228,HKHSI,恒生指数,1,7.4958,0.7887,0.0028,0.0052,0.1052,0.0463,1705593600000,low,0,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.0301,False,01-19,0.9972,0.9948
465234,SZ399550,央视50,2,7.6923,0.9079,0.1412,0.0108,0.118,0.0445,1705593600000,low,0,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1382284800000,1705659131533,1705659131533,1.2834,False,01-19,0.8588,0.9892
465212,SH000170,50AH优选,1,7.7187,0.8765,0.0127,0.004,0.1136,0.039,1705593600000,low,0,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1449676800000,1705659131533,1705659131533,1.6828,False,01-19,0.9873,0.996
465209,SH000016,上证50,1,8.9646,1.0362,0.154,0.0048,0.1156,0.0437,1705593600000,low,0,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.9625,False,01-19,0.846,0.9952
465250,SH000010,上证180,1,9.3107,1.0221,0.14,0.0052,0.1098,0.0381,1705593600000,low,0,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,1.2235,False,01-19,0.86,0.9948
465242,SPHCMSHP,香港中小,1,9.9064,0.8001,0.0856,0.012,0.0808,0.0486,1705593600000,low,0,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1705659131533,1705659131533,,False,01-19,0.9144,0.988
465210,SH000300,沪深300,1,10.4689,1.1626,0.118,0.0004,0.1111,0.0329,1705593600000,low,0,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.9758,False,01-19,0.882,0.9996
465265,CSI716567,MSCI中国,1,11.1359,1.1981,0.1163,0.0007,0.1076,0.0306,1705593600000,low,0,,0.05,1508688000000,1705659131533,1705659131533,0.8501,False,01-19,0.8837,0.9993
465256,CSI931142,东证竞争,2,12.2673,1.6511,0.294,0.0236,0.1346,0.0377,1705593600000,low,0,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.9027,False,01-19,0.706,0.9764
465258,GDAXI,德国DAX,1,12.6205,1.5545,0.0907,0.1981,0.1232,0.0326,1705593600000,low,0,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1388592000000,1705659131533,1705659131533,,False,01-19,0.9093,0.8019
465237,CSIH11136,中国互联,3,14.975,2.1105,0.0,0.0056,0.1409,0.0097,1705593600000,low,0,https://danjuanfunds.com/funding/164906?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,,False,01-19,1.0,0.9944
465254,CSIH30533,中概互联50,3,15.098,2.1006,0.0,0.0068,0.1391,0.0093,1705593600000,low,0,https://danjuanfunds.com/funding/006327?channel=1800100001&source=guzhi__web_20171001,0.05,1419782400000,1705659131533,1705659131533,,False,01-19,1.0,0.9932
465244,SZ399317,国证A指,1,15.1852,1.3747,0.1796,0.0,0.0905,0.0238,1705593600000,low,0,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.9485,False,01-19,0.8204,1.0
465218,SH000827,中证环保,3,15.3262,2.1472,0.0068,0.0904,0.1401,0.0212,1705593600000,low,0,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.8947,False,01-19,0.9932,0.9096
465253,SZ399417,新能源车,3,16.1792,2.755,0.033,0.2846,0.1703,0.0133,1705593600000,low,0,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1411488000000,1705659131533,1705659131533,1.4527,True,01-19,0.967,0.7154
465213,SZ399330,深证100,1,16.352,2.1812,0.05,0.102,0.1334,0.0202,1705593600000,low,0,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.8736,False,01-19,0.95,0.898
465249,SZ399702,基本面120,2,17.1513,1.6663,0.2236,0.0224,0.0972,0.0234,1705593600000,low,0,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.7475,False,01-19,0.7764,0.9776
465270,HKHSSCNE,新经济,2,17.3911,2.2708,0.0008,0.2779,0.1306,0.0131,1705593600000,low,0,,0.05,1542729600000,1705659131533,1705659131533,,False,01-19,0.9992,0.7221
465224,SZ399812,养老产业,3,17.6554,1.7669,0.0068,0.0009,0.1001,0.0236,1705593600000,low,0,https://danjuanfunds.com/funding/000968?channel=1800100001&source=guzhi__web_20171001,0.05,1401984000000,1705659131533,1705659131533,0.7768,False,01-19,0.9932,0.9991
465225,SH000989,全指可选,3,17.8562,2.0815,0.0548,0.1516,0.1166,0.0224,1705593600000,low,0,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.6919,False,01-19,0.9452,0.8484
465251,SZ399001,深证成指,1,19.3492,1.9507,0.1752,0.0428,0.1008,0.018,1705593600000,low,0,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.7938,False,01-19,0.8248,0.9572
465211,SH000905,中证500,1,20.2865,1.5525,0.1,0.008,0.0765,0.0199,1705593600000,low,0,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1382371200000,1705659131533,1705659131533,0.822,False,01-19,0.9,0.992
